Rows,Cols,CPU_Rows,GPU_Rows,Rate(MB/s),Avg_time,Min_time,Max_time,GPU_Power(W),GPU_Energy(J),CPU_Power(W),CPU_Energy(J),DRAM_Power(W),DRAM_Energy(J),Total_Power_inc_DRAM(W),Total_Energy_inc_DRAM(W),Total_Power_exc_DRAM(W),Total_Energy_exc_DRAM(W),Power_efficiency,t_winner,pe_winner
2048,32768,1600,448,74.227,3.8049,3.6164,4.1932,69.2327,270.521,140.032,547.164,33.8569,3.3921,243.122,821.077,209.265,817.685,0.354704,0,0
2048,32768,1664,384,72.2411,3.8286,3.7158,4.2159,68.9318,270.578,140.29,550.678,34.1128,3.4334,243.334,824.689,209.221,821.256,0.345285,0,0
2048,32768,1728,320,72.2025,3.956,3.7178,4.2622,68.7592,278.961,139.191,564.709,33.6858,3.5042,241.636,847.174,207.951,843.669,0.34721,0,0
2048,32768,1792,256,70.1361,4.0845,3.8274,4.7249,68.6393,287.512,137.694,576.763,33.674,3.6167,240.007,867.892,206.333,864.275,0.339917,0,0
2048,32768,1856,192,68.0502,4.1237,3.9447,4.4587,68.5769,289.975,137.273,580.452,33.6635,3.6499,239.513,874.077,205.85,870.427,0.330582,0,0
2048,32768,1920,128,67.4207,4.2129,3.9815,4.4412,68.5416,296.374,135.979,587.976,33.275,3.6893,237.796,888.04,204.521,884.35,0.329652,0,0
2048,32768,1984,64,65.8717,4.3086,4.0751,5.2056,68.5362,303.237,134.335,594.363,33.2922,3.7769,236.164,901.376,202.871,897.6,0.324697,0,0
2048,32768,2048,0,65.4538,4.2703,4.1011,4.4831,0,0,133.504,584.607,33.6179,3.7746,167.122,588.381,133.504,584.607,0.490277,0,0
2048,65536,0,2048,211.312,2.5515,2.5407,2.6052,159.904,419.911,73.2058,192.24,23.3261,1.5706,256.436,613.722,233.11,612.151,0.906493,0,1
2048,65536,64,1984,211.986,2.5654,2.5326,2.6191,157.479,415.677,85.5888,225.917,24.9161,1.6864,267.984,643.281,243.068,641.595,0.872128,0,0
2048,65536,128,1920,216.163,2.5287,2.4836,2.6448,156.611,407.683,95.863,249.547,26.1244,1.7437,278.598,658.974,252.474,657.23,0.85618,0,0
2048,65536,192,1856,218.976,2.4937,2.4517,2.5498,157.836,404.788,107.231,275.007,27.4643,1.806,292.532,681.601,265.068,679.795,0.826112,0,0
2048,65536,256,1792,226.893,2.4423,2.3662,2.7274,155.823,392.026,121.109,304.69,29.6182,1.9106,306.551,698.627,276.933,696.716,0.819307,0,0
2048,65536,320,1728,236.371,2.362,2.2713,2.6111,152.942,372.911,134.986,329.128,31.8764,1.9929,319.805,704.031,287.928,702.038,0.820938,0,0
2048,65536,384,1664,245.355,2.2836,2.1881,2.441,146.745,346.452,150.138,354.463,34.3604,2.08,331.244,702.995,296.883,700.915,0.826436,1,0
2048,65536,448,1600,220.171,2.703,2.4384,3.2243,127.412,353.857,150.387,417.663,34.9381,2.488,312.737,774.008,277.799,771.52,0.792555,0,0
2048,65536,512,1536,189.445,3.0239,2.8339,3.249,115.303,358.358,151.439,470.668,35.2995,2.8131,302.042,831.839,266.742,829.026,0.710217,0,0
2048,65536,576,1472,169.935,3.3911,3.1593,3.686,106.971,372.544,151.634,528.09,35.4651,3.167,294.07,903.801,258.605,900.634,0.657122,0,0
2048,65536,640,1408,149.779,3.7812,3.5844,4.0021,102.308,396.991,149.967,581.924,35.6078,3.5428,287.883,982.458,252.275,978.915,0.593711,0,0
2048,65536,704,1344,138.119,4.1394,3.887,4.9135,98.3785,417.503,149.791,635.69,35.6643,3.8809,283.834,1057.07,248.17,1053.19,0.55655,0,0
2048,65536,768,1280,136.72,4.3362,3.9268,4.6413,96.0304,427.596,151.043,672.552,35.8224,4.0899,282.896,1104.24,247.074,1100.15,0.553358,0,0
2048,65536,832,1216,118.79,4.8225,4.5195,5.0806,92.7039,458.745,148.316,733.94,35.561,4.5121,276.581,1197.2,241.02,1192.68,0.492863,0,0
2048,65536,896,1152,111.144,5.1193,4.8304,5.7902,90.4982,475.199,148.419,779.338,35.4102,4.7676,274.328,1259.3,238.917,1254.54,0.465199,0,0
2048,65536,960,1088,105.529,5.406,5.0874,5.9082,88.8237,492.122,148.155,820.84,35.5722,5.0535,272.55,1318.02,236.978,1312.96,0.445311,0,0
2048,65536,1024,1024,97.1828,5.7968,5.5243,6.2683,87.1361,517.982,146.366,870.076,35.3542,5.3888,268.856,1393.45,233.502,1388.06,0.416196,0,0
2048,65536,1088,960,97.0021,6.0167,5.5346,6.5697,85.8976,531.253,146.698,907.288,35.2753,5.5941,267.871,1444.14,232.596,1438.54,0.417041,0,0
2048,65536,1152,896,91.4092,6.2762,5.8733,6.8782,84.8697,546.058,146.504,942.616,35.5124,5.8587,266.886,1494.53,231.374,1488.67,0.395072,0,0
2048,65536,1216,832,84.9909,6.6906,6.3168,7.7215,83.9876,575.84,144.33,989.562,35.0251,6.1575,263.343,1571.56,228.318,1565.4,0.372248,0,0
2048,65536,1280,768,82.1395,6.9099,6.5361,7.7352,83.0402,588.386,144.454,1023.54,34.9284,6.3458,262.423,1618.27,227.495,1611.93,0.361061,0,0
2048,65536,1344,704,81.3384,7.0479,6.6005,8.0186,82.0897,594.596,144.284,1045.08,35.2702,6.5505,261.644,1646.23,226.373,1639.68,0.359311,0,0
2048,65536,1408,640,77.5672,7.4973,6.9214,8.1876,80.5724,619.6,142.127,1092.95,34.7594,6.8538,257.459,1719.41,222.7,1712.55,0.348304,0,0
2048,65536,1472,576,73.8094,7.7414,7.2737,8.4969,80.096,635.575,141.974,1126.59,34.47,7.0135,256.54,1769.17,222.07,1762.16,0.33237,0,0
2048,65536,1536,512,72.712,8.0097,7.3835,8.7686,79.9413,655.822,141.357,1159.67,34.2395,7.2024,255.538,1822.69,221.299,1815.49,0.328569,0,0
2048,65536,1600,448,72.5347,8.0896,7.4016,8.9579,78.5651,651.574,140.552,1165.65,34.5077,7.3381,253.624,1824.57,219.117,1817.23,0.331032,0,0
2048,65536,1664,384,69.2168,8.2377,7.7564,9.0574,77.7508,656.801,140.399,1186.02,34.5381,7.4811,252.688,1850.3,218.15,1842.82,0.31729,0,0
2048,65536,1728,320,68.0191,8.4513,7.8929,9.4425,68.6833,595.194,139.28,1206.97,34.2132,7.6022,242.177,1809.77,207.964,1802.17,0.327072,0,0
2048,65536,1792,256,65.9614,8.5726,8.1392,9.2634,68.8193,605.538,138.201,1216.02,34.3101,7.7409,241.33,1829.3,207.02,1821.56,0.318623,0,0
2048,65536,1856,192,64.9171,8.7943,8.2701,9.5736,68.7523,620.436,137.757,1243.15,33.9013,7.8444,240.41,1871.43,206.509,1863.58,0.314355,0,0
2048,65536,1920,128,63.7887,8.7361,8.4164,10.0455,68.7245,616.323,137.472,1232.85,34.1158,7.8449,240.312,1857.02,206.196,1849.17,0.309359,0,0
2048,65536,1984,64,63.0829,9.0224,8.5106,11.9938,68.7246,635.556,135.564,1253.68,33.9173,8.0426,238.206,1897.28,204.288,1889.23,0.308793,0,0
2048,65536,2048,0,62.8782,8.8947,8.5383,9.1783,0,0,134.929,1230.76,34.0808,7.971,169.01,1238.73,134.929,1230.76,0.466008,0,0
4096,16,0,4096,12.4682,0.0221,0.021,0.025,131.26,4.1359,76.526,2.4112,23.364,0.0189,231.15,6.566,207.786,6.5471,0.0600051,0,0
4096,16,128,3968,13.1875,0.0211,0.0199,0.0249,122.706,3.7314,81.5739,2.4805,23.6924,0.0185,227.972,6.2304,204.28,6.2119,0.0645561,0,0
4096,16,256,3840,14.0817,0.0198,0.0186,0.0223,121.824,3.5552,82.6031,2.4106,23.7207,0.0177,228.148,5.9835,204.427,5.9658,0.0688837,0,0
4096,16,384,3712,15.033,0.0187,0.0174,0.0214,119.518,3.3523,83.5158,2.3424,23.7632,0.0171,226.797,5.7118,203.033,5.6947,0.074042,0,0
4096,16,512,3584,15.8529,0.0177,0.0165,0.023,117.522,3.172,83.9741,2.2665,23.7383,0.0164,225.234,5.4549,201.496,5.4385,0.0786762,0,0
4096,16,640,3456,17.2337,0.0167,0.0152,0.0195,114.884,2.9574,85.6092,2.2037,23.7295,0.0157,224.223,5.1768,200.493,5.1611,0.0859565,0,0
4096,16,768,3328,18.4349,0.0156,0.0142,0.0189,111.765,2.7398,86.6481,2.1241,23.7388,0.0149,222.152,4.8788,198.413,4.8639,0.0929116,0,0
4096,16,896,3200,19.5998,0.0147,0.0134,0.0185,109.371,2.6397,86.7662,2.0941,23.8343,0.0147,219.972,4.7485,196.137,4.7338,0.099929,0,0
4096,16,1024,3072,21.0204,0.0142,0.0125,0.018,106.59,2.4627,87.7022,2.0262,23.8745,0.0141,218.166,4.503,194.292,4.4889,0.10819,0,0
4096,16,1152,2944,19.9777,0.0162,0.0131,0.0193,103.356,2.5901,86.9297,2.1784,23.8168,0.0153,214.102,4.7838,190.285,4.7685,0.104988,0,0
4096,16,1280,2816,21.7239,0.0148,0.0121,0.017,100.292,2.3964,89.5695,2.1401,24.4041,0.015,214.266,4.5515,189.862,4.5365,0.11442,0,0
4096,16,1408,2688,17.7868,0.0168,0.0147,0.0208,98.6288,2.5259,87.9343,2.252,23.941,0.0157,210.504,4.7936,186.563,4.7779,0.0953393,0,0
4096,16,1536,2560,18.4438,0.017,0.0142,0.0224,97.6577,2.5034,88.6236,2.2718,24.0236,0.0158,210.305,4.791,186.281,4.7752,0.0990105,0,0
4096,16,1664,2432,21.0389,0.016,0.0125,0.0244,94.453,2.3531,89.437,2.228,23.959,0.0153,207.849,4.5964,183.89,4.5811,0.11441,0,0
4096,16,1792,2304,19.5396,0.0177,0.0134,0.0239,85.9174,2.2692,89.087,2.3529,23.9103,0.0162,198.915,4.6383,175.004,4.6221,0.111652,0,0
4096,16,1920,2176,18.3585,0.0181,0.0143,0.0252,81.9739,2.194,88.9623,2.381,23.9717,0.0165,194.908,4.5915,170.936,4.575,0.1074,0,0
4096,16,2048,2048,16.3033,0.0194,0.0161,0.0233,80.2039,2.2779,88.3848,2.5102,23.7887,0.0173,192.377,4.8054,168.589,4.7881,0.0967046,0,0
4096,16,2176,1920,16.732,0.0191,0.0157,0.027,78.8952,2.1886,89.2577,2.476,23.9005,0.017,192.053,4.6816,168.153,4.6646,0.0995047,0,0
4096,16,2304,1792,17.0867,0.0184,0.0153,0.0225,77.7402,2.1107,89.2269,2.4226,23.999,0.0167,190.966,4.55,166.967,4.5333,0.102336,0,0
4096,16,2432,1664,19.8532,0.0172,0.0132,0.0241,76.7968,1.9889,92.0702,2.3844,24.1148,0.016,192.982,4.3893,168.867,4.3733,0.117567,0,0
4096,16,2560,1536,17.9723,0.0181,0.0146,0.0289,75.3697,2.0345,91.0175,2.4569,24.0635,0.0167,190.451,4.5081,166.387,4.4914,0.108015,0,0
4096,16,2688,1408,15.4567,0.02,0.017,0.0307,73.6647,2.1109,89.8284,2.574,23.8998,0.0176,187.393,4.7025,163.493,4.6849,0.0945404,0,0
4096,16,2816,1280,17.0256,0.0192,0.0154,0.0271,73.0071,2.0432,90.837,2.5421,24.1375,0.0173,187.982,4.6026,163.844,4.5853,0.103913,0,0
4096,16,2944,1152,18.1828,0.0185,0.0144,0.0239,71.9937,1.9455,91.8858,2.483,24.3261,0.0169,188.206,4.4454,163.88,4.4285,0.110952,0,0
4096,16,3072,1024,16.1091,0.0212,0.0163,0.028,70.8978,2.106,89.4442,2.6569,24.0887,0.0183,184.431,4.7812,160.342,4.7629,0.100467,0,0
4096,16,3200,896,18.702,0.0169,0.014,0.0249,70.648,1.7861,92.971,2.3505,24.0964,0.0156,187.715,4.1522,163.619,4.1366,0.114302,0,0
4096,16,3328,768,14.8609,0.0218,0.0176,0.0307,69.7674,2.1192,89.2194,2.71,23.9925,0.0187,182.979,4.8479,158.987,4.8292,0.0934725,0,0
4096,16,3456,640,16.3523,0.02,0.016,0.0266,69.2928,1.9805,90.0329,2.5733,24.1713,0.0177,183.497,4.5715,159.326,4.5538,0.102634,0,0
4096,16,3584,512,17.1842,0.0212,0.0153,0.0302,68.8187,2.0658,89.2889,2.6802,23.9555,0.0184,182.063,4.7644,158.108,4.746,0.108687,0,0
4096,16,3712,384,17.7676,0.0188,0.0148,0.0283,68.4969,1.8647,92.0724,2.5065,24.453,0.0171,185.022,4.3883,160.569,4.3712,0.110654,0,0
4096,16,3840,256,16.6009,0.02,0.0158,0.0294,68.362,1.9189,91.5304,2.5691,24.2573,0.0175,184.15,4.5055,159.892,4.488,0.103825,0,0
4096,16,3968,128,20.0337,0.016,0.0131,0.0253,68.2151,1.6884,93.3647,2.3108,24.0396,0.0153,185.619,4.0145,161.58,3.9992,0.123986,0,0
4096,16,4096,0,25.7081,0.0141,0.0102,0.0271,0,0,112.883,1.6987,23.2404,0.009,136.123,1.7077,112.883,1.6987,0.227741,1,1
4096,32,0,4096,23.0182,0.0238,0.0228,0.027,138.086,4.592,75.5133,2.5111,23.3524,0.0199,236.952,7.123,213.599,7.1031,0.107764,0,0
4096,32,128,3968,24.1898,0.0231,0.0217,0.0258,131.941,4.2594,81.086,2.6176,23.7106,0.0196,236.737,6.8966,213.027,6.877,0.113553,0,0
4096,32,256,3840,25.5998,0.0216,0.0205,0.0271,130.556,4.0532,82.4384,2.5593,23.7018,0.0189,236.696,6.6314,212.994,6.6125,0.12019,0,0
4096,32,384,3712,27.3981,0.0205,0.0191,0.0227,128.339,3.8398,84.1277,2.5169,23.7009,0.0182,236.167,6.3749,212.466,6.3567,0.128953,0,0
4096,32,512,3584,29.277,0.0192,0.0179,0.0239,125.615,3.5589,86.4581,2.4494,23.7903,0.0173,235.863,6.0256,212.073,6.0083,0.138051,0,0
4096,32,640,3456,31.2637,0.0182,0.0168,0.0214,123.013,3.3418,87.7906,2.3849,23.7916,0.0166,234.595,5.7433,210.803,5.7267,0.148307,0,0
4096,32,768,3328,31.9667,0.019,0.0164,0.0243,117.749,3.291,88.4054,2.4708,23.8471,0.0171,230.002,5.7789,206.154,5.7618,0.155062,0,0
4096,32,896,3200,33.4987,0.019,0.0157,0.0222,114.96,3.2467,89.0893,2.516,23.9531,0.0173,228.003,5.78,204.049,5.7627,0.164169,0,0
4096,32,1024,3072,35.0481,0.0165,0.015,0.0237,114.561,2.945,93.2954,2.3983,24.3923,0.0161,232.249,5.3594,207.857,5.3433,0.168617,0,0
4096,32,1152,2944,31.8367,0.0197,0.0165,0.025,108.767,3.1227,90.5612,2.6,23.9998,0.0177,223.328,5.7404,199.328,5.7227,0.15972,0,0
4096,32,1280,2816,35.5691,0.0181,0.0147,0.0263,105.761,2.8496,93.6375,2.5229,24.1272,0.0167,223.526,5.3892,199.399,5.3725,0.178382,1,0
4096,32,1408,2688,30.341,0.021,0.0173,0.0295,103.279,3.0807,91.5048,2.7294,23.7512,0.0182,218.535,5.8283,194.784,5.8101,0.155767,0,0
4096,32,1536,2560,28.8196,0.0216,0.0182,0.0311,98.7957,3.0373,91.3348,2.8079,23.8931,0.0188,214.024,5.864,190.13,5.8452,0.151578,0,0
4096,32,1664,2432,31.8137,0.0222,0.0165,0.0287,89.2958,2.7763,93.1408,2.8958,24.0506,0.0192,206.487,5.6913,182.437,5.6721,0.174382,0,0
4096,32,1792,2304,26.1191,0.0247,0.0201,0.0373,84.3158,2.8538,91.3218,3.0909,23.8116,0.0207,199.449,5.9654,175.638,5.9447,0.14871,0,0
4096,32,1920,2176,25.9677,0.025,0.0202,0.0334,82.4212,2.8023,92.262,3.1369,23.8812,0.0208,198.564,5.96,174.683,5.9392,0.148656,0,0
4096,32,2048,2048,25.0424,0.0259,0.0209,0.0358,80.0259,2.7688,92.4485,3.1985,23.8679,0.0212,196.342,5.9885,172.474,5.9673,0.145195,0,0
4096,32,2176,1920,27.2767,0.0244,0.0192,0.0377,78.8516,2.6099,94.0513,3.113,23.8533,0.0202,196.756,5.7431,172.903,5.7229,0.157757,0,0
4096,32,2304,1792,24.7995,0.0267,0.0211,0.0422,76.7196,2.7356,92.8184,3.3096,23.8891,0.0218,193.427,6.067,169.538,6.0452,0.146277,0,0
4096,32,2432,1664,28.5532,0.0232,0.0184,0.0314,76.8093,2.4306,96.7441,3.0614,24.0788,0.0195,197.632,5.5115,173.553,5.492,0.164521,0,0
4096,32,2560,1536,25.5501,0.0266,0.0205,0.0378,75.5149,2.6662,93.5712,3.3036,23.9785,0.0217,193.065,5.9915,169.086,5.9698,0.151107,0,0
4096,32,2688,1408,29.7435,0.0274,0.0176,0.0379,74.1803,2.69,92.8833,3.3681,23.8745,0.0222,190.938,6.0803,167.064,6.0581,0.178037,0,0
4096,32,2816,1280,25.4558,0.0272,0.0206,0.0359,72.7639,2.5615,94.9141,3.3411,23.955,0.0216,191.633,5.9242,167.678,5.9026,0.151814,0,0
4096,32,2944,1152,26.3328,0.0296,0.0199,0.0419,71.9658,2.7539,92.5289,3.5407,23.8285,0.0234,188.323,6.318,164.495,6.2946,0.160083,0,0
4096,32,3072,1024,22.9687,0.0308,0.0228,0.04,71.1183,2.8193,92.102,3.6511,23.9096,0.0243,187.13,6.4947,163.22,6.4704,0.140722,0,0
4096,32,3200,896,20.5313,0.0328,0.0255,0.0462,70.4654,2.8991,90.7734,3.7345,23.7886,0.0251,185.027,6.6587,161.239,6.6336,0.127335,0,0
4096,32,3328,768,23.1116,0.03,0.0227,0.0421,70.0725,2.7308,92.6593,3.6109,23.8158,0.0238,186.548,6.3655,162.732,6.3417,0.142023,0,0
4096,32,3456,640,23.6872,0.0287,0.0221,0.0387,69.6515,2.6197,94.5973,3.5578,23.9816,0.0231,188.23,6.2006,164.249,6.1775,0.144215,0,0
4096,32,3584,512,22.7991,0.0311,0.023,0.0412,69.2079,2.7585,92.312,3.6793,23.8522,0.0244,185.372,6.4622,161.52,6.4378,0.141154,0,0
4096,32,3712,384,24.1829,0.0314,0.0217,0.0427,68.8663,2.7645,92.2704,3.7039,23.9073,0.0246,185.044,6.493,161.137,6.4684,0.150077,0,0
4096,32,3840,256,19.4968,0.0344,0.0269,0.0457,68.7049,2.9179,90.9401,3.8622,23.8353,0.026,183.48,6.8061,159.645,6.7801,0.122126,0,0
4096,32,3968,128,21.9588,0.032,0.0239,0.0395,68.6546,2.8231,91.6019,3.7666,23.7298,0.025,183.986,6.6147,160.257,6.5897,0.137023,0,0
4096,32,4096,0,29.9558,0.0222,0.0175,0.0415,0,0,113.865,2.6551,23.1909,0.0139,137.056,2.669,113.865,2.6551,0.263081,0,1
4096,64,0,4096,44.4876,0.0245,0.0236,0.0284,144.251,4.8699,75.1338,2.5365,23.4164,0.0203,242.801,7.4267,219.385,7.4064,0.202783,0,0
4096,64,128,3968,47.0399,0.0236,0.0223,0.0267,137.57,4.5487,82.129,2.7155,23.7435,0.0201,243.442,7.2843,219.699,7.2642,0.214111,0,0
4096,64,256,3840,49.2265,0.0224,0.0213,0.0249,134.508,4.2675,84.8563,2.6922,23.6341,0.0192,242.998,6.9789,219.364,6.9597,0.224406,0,0
4096,64,384,3712,52.1813,0.0213,0.0201,0.0241,131.796,4.0666,87.2632,2.6924,23.7602,0.0188,242.82,6.7778,219.06,6.759,0.238206,0,0
4096,64,512,3584,55.1714,0.0218,0.019,0.0282,127.818,3.9431,89.1631,2.7506,23.7948,0.0188,240.776,6.7125,216.981,6.6937,0.254269,1,0
4096,64,640,3456,53.3433,0.0223,0.0197,0.0293,122.788,3.8771,92.192,2.911,24.2979,0.0197,239.278,6.8078,214.98,6.7881,0.248132,0,0
4096,64,768,3328,50.5994,0.0248,0.0207,0.0297,117.822,3.932,91.917,3.0674,23.795,0.0204,233.534,7.0198,209.739,6.9994,0.24125,0,0
4096,64,896,3200,48.6036,0.0271,0.0216,0.0364,111.764,4.0489,90.6335,3.2834,23.742,0.0221,226.139,7.3544,202.397,7.3323,0.240139,0,0
4096,64,1024,3072,45.2093,0.0279,0.0232,0.0391,109.303,4.0761,92.6074,3.4534,23.9638,0.0229,225.874,7.5524,201.911,7.5295,0.223908,0,0
4096,64,1152,2944,49.2106,0.0288,0.0213,0.0372,108.2,4.1,92.9628,3.5226,23.7661,0.0231,224.929,7.6457,201.163,7.6226,0.24463,0,0
4096,64,1280,2816,43.199,0.0304,0.0243,0.0389,94.5386,3.7363,94.7088,3.7429,23.8101,0.0241,213.058,7.5033,189.247,7.4792,0.228267,0,0
4096,64,1408,2688,38.4263,0.0353,0.0273,0.0447,85.1757,3.7628,91.9056,4.0601,23.6469,0.0268,200.728,7.8497,177.081,7.8229,0.216998,0,0
4096,64,1536,2560,38.9704,0.0364,0.0269,0.0493,84.2223,3.8287,92.7978,4.2185,23.6156,0.0275,200.636,8.0747,177.02,8.0472,0.220147,0,0
4096,64,1664,2432,41.3296,0.0366,0.0254,0.0526,82.1296,3.7333,93.9688,4.2714,23.7648,0.0277,199.863,8.0324,176.098,8.0047,0.234696,0,0
4096,64,1792,2304,37.9436,0.0385,0.0276,0.0548,80.2511,3.7859,93.7983,4.425,23.6497,0.0286,197.699,8.2395,174.049,8.2109,0.218005,0,0
4096,64,1920,2176,38.7241,0.0359,0.0271,0.0513,79.2191,3.5617,97.0089,4.3615,23.8423,0.0275,200.07,7.9507,176.228,7.9232,0.219739,0,0
4096,64,2048,2048,34.3134,0.0398,0.0306,0.0575,77.6705,3.789,94.7474,4.6221,23.6626,0.0296,196.081,8.4407,172.418,8.4111,0.199013,0,0
4096,64,2176,1920,32.6628,0.0422,0.0321,0.054,75.9917,3.8667,94.0452,4.7852,23.6883,0.0309,193.725,8.6828,170.037,8.6519,0.192092,0,0
4096,64,2304,1792,34.9851,0.0416,0.03,0.0603,75.2134,3.7942,95.6664,4.8259,23.7304,0.0307,194.61,8.6508,170.88,8.6201,0.204735,0,0
4096,64,2432,1664,31.3345,0.0452,0.0335,0.0598,73.6786,3.9513,94.5968,5.0731,23.6693,0.0325,191.945,9.0569,168.275,9.0244,0.18621,0,0
4096,64,2560,1536,34.5324,0.0399,0.0304,0.0571,73.5159,3.574,98.6632,4.7966,23.7547,0.0296,195.934,8.4002,172.179,8.3706,0.200561,0,0
4096,64,2688,1408,33.028,0.0428,0.0317,0.0578,72.6476,3.7651,97.715,5.0643,23.7743,0.0316,194.137,8.861,170.363,8.8294,0.193869,0,0
4096,64,2816,1280,33.251,0.0418,0.0315,0.0516,71.7584,3.644,98.8488,5.0197,23.8996,0.0311,194.507,8.6948,170.607,8.6637,0.194898,0,0
4096,64,2944,1152,31.8988,0.0462,0.0329,0.0645,70.8458,3.9125,96.0079,5.3021,23.8467,0.0338,190.7,9.2484,166.854,9.2146,0.191178,0,0
4096,64,3072,1024,31.8745,0.0449,0.0329,0.0553,70.4642,3.7629,96.9732,5.1785,23.8151,0.0326,191.253,8.974,167.437,8.9414,0.190367,0,0
4096,64,3200,896,28.7785,0.0473,0.0364,0.0659,69.9078,3.9171,96.1268,5.3862,23.7649,0.0341,189.8,9.3374,166.035,9.3033,0.173328,0,0
4096,64,3328,768,26.4212,0.0517,0.0397,0.0642,69.4682,4.2074,93.8962,5.6869,23.7478,0.0369,187.112,9.9312,163.364,9.8943,0.161732,0,0
4096,64,3456,640,29.4115,0.0466,0.0357,0.0593,69.0974,3.8296,97.2603,5.3905,23.7447,0.0337,190.102,9.2538,166.358,9.2201,0.176797,0,0
4096,64,3584,512,27.5586,0.0528,0.038,0.0706,68.8553,4.2472,93.685,5.7787,23.7572,0.0376,186.298,10.0635,162.54,10.0259,0.169549,0,0
4096,64,3712,384,24.7535,0.0519,0.0424,0.0671,68.6509,4.1846,94.0839,5.7348,23.6682,0.037,186.403,9.9564,162.735,9.9194,0.152109,0,0
4096,64,3840,256,26.8977,0.0505,0.039,0.0655,68.5343,4.0541,95.3532,5.6406,23.7506,0.036,187.638,9.7307,163.887,9.6947,0.164123,0,0
4096,64,3968,128,23.1071,0.0571,0.0454,0.0674,68.4315,4.4735,92.1715,6.0254,23.6739,0.0397,184.277,10.5386,160.603,10.4989,0.143877,0,0
4096,64,4096,0,31.1031,0.0374,0.0337,0.0456,0,0,111.678,4.343,23.1877,0.0231,134.866,4.3661,111.678,4.343,0.278507,0,1
4096,128,0,4096,86.7773,0.0252,0.0242,0.0314,155.997,5.4143,75.8026,2.6309,23.4819,0.0209,255.281,8.0661,231.8,8.0452,0.374363,0,0
4096,128,128,3968,89.0095,0.0245,0.0236,0.028,145.615,4.8989,84.4822,2.8422,23.7872,0.0205,253.884,7.7616,230.097,7.7411,0.386835,0,0
4096,128,256,3840,92.9004,0.0241,0.0226,0.0287,143.382,4.8383,88.8083,2.9967,24.0765,0.0208,256.267,7.8558,232.191,7.835,0.400104,0,0
4096,128,384,3712,97.6606,0.026,0.0215,0.0357,135.555,4.8119,89.978,3.194,23.7695,0.0216,249.303,8.0275,225.533,8.0059,0.433021,1,0
4096,128,512,3584,96.772,0.0292,0.0217,0.0413,127.451,4.8696,93.0437,3.5549,23.9379,0.0235,244.433,8.448,220.495,8.4245,0.438886,0,1
4096,128,640,3456,86.5663,0.0285,0.0242,0.0415,124.577,4.6879,97.2836,3.6608,24.0167,0.0232,245.877,8.3719,221.861,8.3487,0.390183,0,0
4096,128,768,3328,77.4802,0.0344,0.0271,0.0447,113.435,4.9641,96.3818,4.2178,23.8543,0.0268,233.671,9.2087,209.817,9.1819,0.369275,0,0
4096,128,896,3200,67.79,0.0387,0.0309,0.0521,99.3703,4.7876,95.4365,4.5981,23.5942,0.0291,218.401,9.4148,194.807,9.3857,0.347986,0,0
4096,128,1024,3072,71.1503,0.0402,0.0295,0.0542,94.4951,4.6611,97.737,4.821,23.8134,0.0301,216.046,9.5122,192.232,9.4821,0.370127,0,0
4096,128,1152,2944,56.0704,0.0453,0.0374,0.058,87.8157,4.731,96.8755,5.219,23.677,0.0327,208.368,9.9827,184.691,9.95,0.30359,0,0
4096,128,1280,2816,55.3617,0.0483,0.0379,0.0614,85.0169,4.9145,97.124,5.6144,23.7356,0.0352,205.876,10.5641,182.141,10.5289,0.30395,0,0
4096,128,1408,2688,54.9539,0.0477,0.0382,0.0607,83.4078,4.7593,98.8444,5.6401,23.741,0.0347,205.993,10.4341,182.252,10.3994,0.301527,0,0
4096,128,1536,2560,47.9087,0.0544,0.0438,0.0713,80.7982,5.082,96.6235,6.0773,23.6302,0.0381,201.052,11.1974,177.422,11.1593,0.270027,0,0
4096,128,1664,2432,47.1673,0.0534,0.0445,0.0666,79.7552,4.9753,98.7089,6.1576,23.6436,0.0378,202.108,11.1707,178.464,11.1329,0.264296,0,0
4096,128,1792,2304,51.2276,0.0544,0.0409,0.0742,78.244,4.959,100.143,6.3469,23.6681,0.0385,202.056,11.3444,178.387,11.3059,0.287171,0,0
4096,128,1920,2176,42.805,0.0578,0.049,0.0758,76.4111,5.0669,99.0446,6.5677,23.6166,0.0402,199.072,11.6748,175.456,11.6346,0.243965,0,0
4096,128,2048,2048,47.2352,0.0578,0.0444,0.0715,76.2164,5.0501,100.977,6.6907,23.7279,0.0403,200.921,11.7811,177.193,11.7408,0.266574,0,0
4096,128,2176,1920,44.3269,0.059,0.0473,0.0747,74.7871,5.0378,100.995,6.8031,23.6117,0.0408,199.394,11.8817,175.782,11.8409,0.25217,0,0
4096,128,2304,1792,43.3583,0.0651,0.0484,0.0809,73.4298,5.4225,98.8871,7.3023,23.6471,0.0448,195.964,12.7696,172.317,12.7248,0.25162,0,0
4096,128,2432,1664,40.3889,0.0655,0.0519,0.0824,72.8923,5.447,98.8907,7.3898,23.5901,0.0452,195.373,12.882,171.783,12.8368,0.235116,0,0
4096,128,2560,1536,39.4498,0.0688,0.0532,0.0948,72.0289,5.5997,98.8241,7.6827,23.5974,0.047,194.45,13.3294,170.853,13.2824,0.230899,0,0
4096,128,2688,1408,35.6858,0.0696,0.0588,0.0866,71.4543,5.577,99.6543,7.778,23.5874,0.0472,194.696,13.4022,171.109,13.355,0.208556,0,0
