Algorithm_Name,Input_Dimensions,Execution_Time(ms),Winning
Strassen_Matrix_Multiplication_GPU,8048,181.183301,1
Tiled_Matrix_Multiplication_GPU,8048,109.629344,1
Naive_GPU,8112,89.155943,1
naive_matrix_cpu,8112,800000,1
Strassen_Matrix_Multiplication_CPU,8112,800000,1
Strassen_Matrix_Multiplication_GPU,8112,174.353043,1
Tiled_Matrix_Multiplication_GPU,8112,107.910669,1
Naive_GPU,8176,97.429837,3
naive_matrix_cpu,8176,800000,3
Strassen_Matrix_Multiplication_CPU,8176,800000,3
Strassen_Matrix_Multiplication_GPU,8176,181.496024,3
Tiled_Matrix_Multiplication_GPU,8176,91.483121,3
Naive_GPU,8240,92.815865,1
naive_matrix_cpu,8240,800000,1
Strassen_Matrix_Multiplication_CPU,8240,800000,1
Strassen_Matrix_Multiplication_GPU,8240,183.098285,1
Tiled_Matrix_Multiplication_GPU,8240,96.574278,1
Naive_GPU,8304,95.268686,1
naive_matrix_cpu,8304,800000,1
Strassen_Matrix_Multiplication_CPU,8304,800000,1
Strassen_Matrix_Multiplication_GPU,8304,205.828021,1
Tiled_Matrix_Multiplication_GPU,8304,109.316249,1
Naive_GPU,8368,105.22238,3
naive_matrix_cpu,8368,800000,3
Strassen_Matrix_Multiplication_CPU,8368,800000,3
Strassen_Matrix_Multiplication_GPU,8368,184.624875,3
Tiled_Matrix_Multiplication_GPU,8368,100.14677,3
Naive_GPU,8432,118.933664,3
naive_matrix_cpu,8432,800000,3
Strassen_Matrix_Multiplication_CPU,8432,800000,3
Strassen_Matrix_Multiplication_GPU,8432,210.766519,3
Tiled_Matrix_Multiplication_GPU,8432,102.19826,3
Naive_GPU,8496,99.070782,1
naive_matrix_cpu,8496,800000,1
Strassen_Matrix_Multiplication_CPU,8496,800000,1
Strassen_Matrix_Multiplication_GPU,8496,193.656882,1
Tiled_Matrix_Multiplication_GPU,8496,104.699904,1
Naive_GPU,8560,112.429103,3
naive_matrix_cpu,8560,800000,3
Strassen_Matrix_Multiplication_CPU,8560,800000,3
Strassen_Matrix_Multiplication_GPU,8560,197.999442,3
Tiled_Matrix_Multiplication_GPU,8560,103.808192,3
Naive_GPU,8624,101.639256,1
naive_matrix_cpu,8624,800000,1
Strassen_Matrix_Multiplication_CPU,8624,800000,1
Strassen_Matrix_Multiplication_GPU,8624,201.108151,1
Tiled_Matrix_Multiplication_GPU,8624,126.623694,1
Naive_GPU,8688,132.577219,3
naive_matrix_cpu,8688,800000,3
Strassen_Matrix_Multiplication_CPU,8688,800000,3
Strassen_Matrix_Multiplication_GPU,8688,209.053796,3
Tiled_Matrix_Multiplication_GPU,8688,107.329166,3
Naive_GPU,8752,124.146541,3
naive_matrix_cpu,8752,800000,3
Strassen_Matrix_Multiplication_CPU,8752,800000,3
Strassen_Matrix_Multiplication_GPU,8752,240.794858,3
Tiled_Matrix_Multiplication_GPU,8752,107.183519,3
Naive_GPU,8816,109.974573,3
naive_matrix_cpu,8816,800000,3
Strassen_Matrix_Multiplication_CPU,8816,800000,3
Strassen_Matrix_Multiplication_GPU,8816,205.002304,3
Tiled_Matrix_Multiplication_GPU,8816,105.575221,3
Naive_GPU,8880,108.558176,1
naive_matrix_cpu,8880,800000,1
Strassen_Matrix_Multiplication_CPU,8880,800000,1
Strassen_Matrix_Multiplication_GPU,8880,224.969534,1
Tiled_Matrix_Multiplication_GPU,8880,111.192896,1
Naive_GPU,8944,110.389478,1
naive_matrix_cpu,8944,800000,1
Strassen_Matrix_Multiplication_CPU,8944,800000,1
Strassen_Matrix_Multiplication_GPU,8944,232.053409,1
Tiled_Matrix_Multiplication_GPU,8944,116.099437,1
Naive_GPU,9008,113.110948,1
naive_matrix_cpu,9008,800000,1
Strassen_Matrix_Multiplication_CPU,9008,800000,1
Strassen_Matrix_Multiplication_GPU,9008,222.083456,1
Tiled_Matrix_Multiplication_GPU,9008,119.14263,1
Naive_GPU,9072,110.802545,1
naive_matrix_cpu,9072,800000,1
Strassen_Matrix_Multiplication_CPU,9072,800000,1
Strassen_Matrix_Multiplication_GPU,9072,249.994614,1
Tiled_Matrix_Multiplication_GPU,9072,120.45614,1
Naive_GPU,9136,118.453096,1
naive_matrix_cpu,9136,800000,1
Strassen_Matrix_Multiplication_CPU,9136,800000,1
Strassen_Matrix_Multiplication_GPU,9136,231.69361,1
Tiled_Matrix_Multiplication_GPU,9136,119.264166,1
Naive_GPU,9200,115.132607,1
naive_matrix_cpu,9200,800000,1
Strassen_Matrix_Multiplication_CPU,9200,800000,1
Strassen_Matrix_Multiplication_GPU,9200,241.255338,1
Tiled_Matrix_Multiplication_GPU,9200,115.967546,1
Naive_GPU,9264,136.611763,3
naive_matrix_cpu,9264,800000,3
Strassen_Matrix_Multiplication_CPU,9264,800000,3
Strassen_Matrix_Multiplication_GPU,9264,226.486069,3
Tiled_Matrix_Multiplication_GPU,9264,118.378323,3
Naive_GPU,9328,122.637463,3
naive_matrix_cpu,9328,800000,3
Strassen_Matrix_Multiplication_CPU,9328,800000,3
Strassen_Matrix_Multiplication_GPU,9328,236.726669,3
Tiled_Matrix_Multiplication_GPU,9328,120.848512,3
Naive_GPU,9392,120.92375,1
naive_matrix_cpu,9392,800000,1
Strassen_Matrix_Multiplication_CPU,9392,800000,1
Strassen_Matrix_Multiplication_GPU,9392,235.916852,1
Tiled_Matrix_Multiplication_GPU,9392,123.491673,1
Naive_GPU,9456,123.133638,1
naive_matrix_cpu,9456,800000,1
Strassen_Matrix_Multiplication_CPU,9456,800000,1
Strassen_Matrix_Multiplication_GPU,9456,243.608365,1
Tiled_Matrix_Multiplication_GPU,9456,127.887599,1
Naive_GPU,9520,163.198087,3
naive_matrix_cpu,9520,800000,3
Strassen_Matrix_Multiplication_CPU,9520,800000,3
Strassen_Matrix_Multiplication_GPU,9520,242.891913,3
Tiled_Matrix_Multiplication_GPU,9520,143.317459,3
Naive_GPU,9584,134.276959,3
naive_matrix_cpu,9584,800000,3
Strassen_Matrix_Multiplication_CPU,9584,800000,3
Strassen_Matrix_Multiplication_GPU,9584,273.587805,3
Tiled_Matrix_Multiplication_GPU,9584,127.66133,3
Naive_GPU,9648,165.404451,3
naive_matrix_cpu,9648,800000,3
Strassen_Matrix_Multiplication_CPU,9648,800000,3
Strassen_Matrix_Multiplication_GPU,9648,257.120645,3
Tiled_Matrix_Multiplication_GPU,9648,128.948448,3
Naive_GPU,9712,137.90224,3
naive_matrix_cpu,9712,800000,3
Strassen_Matrix_Multiplication_CPU,9712,800000,3
Strassen_Matrix_Multiplication_GPU,9712,257.27572,3
Tiled_Matrix_Multiplication_GPU,9712,134.522858,3
Naive_GPU,9776,135.97334,1
naive_matrix_cpu,9776,800000,1
Strassen_Matrix_Multiplication_CPU,9776,800000,1
Strassen_Matrix_Multiplication_GPU,9776,263.95473,1
Tiled_Matrix_Multiplication_GPU,9776,137.21044,1
Naive_GPU,9840,147.890976,3
naive_matrix_cpu,9840,800000,3
Strassen_Matrix_Multiplication_CPU,9840,800000,3
Strassen_Matrix_Multiplication_GPU,9840,263.636646,3
Tiled_Matrix_Multiplication_GPU,9840,145.819839,3
Naive_GPU,9904,187.989783,3
naive_matrix_cpu,9904,800000,3
Strassen_Matrix_Multiplication_CPU,9904,800000,3
Strassen_Matrix_Multiplication_GPU,9904,261.120795,3
Tiled_Matrix_Multiplication_GPU,9904,136.848474,3
Naive_GPU,9968,150.349005,3
naive_matrix_cpu,9968,800000,3
Strassen_Matrix_Multiplication_CPU,9968,800000,3
Strassen_Matrix_Multiplication_GPU,9968,264.218262,3
Tiled_Matrix_Multiplication_GPU,9968,148.989172,3
Naive_GPU,10032,153.932373,3
naive_matrix_cpu,10032,800000,3
Strassen_Matrix_Multiplication_CPU,10032,800000,3
Strassen_Matrix_Multiplication_GPU,10032,273.092987,3
Tiled_Matrix_Multiplication_GPU,10032,139.620535,3
Naive_GPU,10096,146.622498,3
naive_matrix_cpu,10096,800000,3
Strassen_Matrix_Multiplication_CPU,10096,800000,3
Strassen_Matrix_Multiplication_GPU,10096,273.940179,3
Tiled_Matrix_Multiplication_GPU,10096,139.630182,3
Naive_GPU,10160,148.616962,1
naive_matrix_cpu,10160,800000,1
Strassen_Matrix_Multiplication_CPU,10160,800000,1
Strassen_Matrix_Multiplication_GPU,10160,306.081732,1
Tiled_Matrix_Multiplication_GPU,10160,183.054956,1
Naive_GPU,10224,162.007159,3
naive_matrix_cpu,10224,800000,3
Strassen_Matrix_Multiplication_CPU,10224,800000,3
Strassen_Matrix_Multiplication_GPU,10224,287.907147,3
Tiled_Matrix_Multiplication_GPU,10224,146.68425,3
Naive_GPU,10288,177.068399,3
naive_matrix_cpu,10288,800000,3
Strassen_Matrix_Multiplication_CPU,10288,800000,3
Strassen_Matrix_Multiplication_GPU,10288,282.085309,3
Tiled_Matrix_Multiplication_GPU,10288,146.827423,3
Naive_GPU,10352,154.014175,3
naive_matrix_cpu,10352,800000,3
Strassen_Matrix_Multiplication_CPU,10352,800000,3
Strassen_Matrix_Multiplication_GPU,10352,325.726099,3
Tiled_Matrix_Multiplication_GPU,10352,149.292908,3
Naive_GPU,10416,174.684048,3
naive_matrix_cpu,10416,800000,3
Strassen_Matrix_Multiplication_CPU,10416,800000,3
Strassen_Matrix_Multiplication_GPU,10416,285.273083,3
Tiled_Matrix_Multiplication_GPU,10416,154.055576,3
Naive_GPU,10480,162.739536,3
naive_matrix_cpu,10480,800000,3
Strassen_Matrix_Multiplication_CPU,10480,800000,3
Strassen_Matrix_Multiplication_GPU,10480,311.318781,3
Tiled_Matrix_Multiplication_GPU,10480,155.471802,3
Naive_GPU,10544,160.73562,3
naive_matrix_cpu,10544,800000,3
Strassen_Matrix_Multiplication_CPU,10544,800000,3
Strassen_Matrix_Multiplication_GPU,10544,296.615131,3
Tiled_Matrix_Multiplication_GPU,10544,154.196326,3
Naive_GPU,10608,220.547131,3
naive_matrix_cpu,10608,800000,3
Strassen_Matrix_Multiplication_CPU,10608,800000,3
Strassen_Matrix_Multiplication_GPU,10608,307.270831,3
Tiled_Matrix_Multiplication_GPU,10608,154.51973,3
Naive_GPU,10672,174.600516,3
naive_matrix_cpu,10672,800000,3
Strassen_Matrix_Multiplication_CPU,10672,800000,3
Strassen_Matrix_Multiplication_GPU,10672,304.092419,3
Tiled_Matrix_Multiplication_GPU,10672,158.911206,3
Naive_GPU,10736,159.237396,1
naive_matrix_cpu,10736,800000,1
Strassen_Matrix_Multiplication_CPU,10736,800000,1
Strassen_Matrix_Multiplication_GPU,10736,306.554047,1
Tiled_Matrix_Multiplication_GPU,10736,160.683047,1
Naive_GPU,10800,181.6582,3
naive_matrix_cpu,10800,800000,3
Strassen_Matrix_Multiplication_CPU,10800,800000,3
Strassen_Matrix_Multiplication_GPU,10800,307.873822,3
Tiled_Matrix_Multiplication_GPU,10800,161.108826,3
Naive_GPU,10864,174.382629,3
naive_matrix_cpu,10864,800000,3
Strassen_Matrix_Multiplication_CPU,10864,800000,3
Strassen_Matrix_Multiplication_GPU,10864,317.558112,3
Tiled_Matrix_Multiplication_GPU,10864,163.276837,3
Naive_GPU,10928,171.527878,3
naive_matrix_cpu,10928,800000,3
Strassen_Matrix_Multiplication_CPU,10928,800000,3
Strassen_Matrix_Multiplication_GPU,10928,310.890027,3
Tiled_Matrix_Multiplication_GPU,10928,166.382285,3
Naive_GPU,10992,168.105563,1
naive_matrix_cpu,10992,800000,1
Strassen_Matrix_Multiplication_CPU,10992,800000,1
Strassen_Matrix_Multiplication_GPU,10992,341.322906,1
Tiled_Matrix_Multiplication_GPU,10992,170.588803,1
