#,CPU-T,ACC-T,CPU-A,ACC-A,CPU-W,ACC-W,CPU-Time,ACC-Time,CPU Throughput (B/s),ACC Throughput (B/s),CPU-Energy (J),ACC-Energy (J),Total Time,Total Enegy (J),CPU MB/s,ACC MB/s,CPU Power (W),ACC Power (W),Total Power (W),Total Throughput (MB/s),Power Efficiency,,Lowest Time,Lowest Energy,highest throughput,Highest Power Efficiency,,CPU Input Size,ACC Input Size,Total Size 
487,36,240,none,balanced,47.5,52.5,0.6451742,0.7132242,2411818000,2392030000,75.74858,166.19,0.7132242,241.9386,2.41E+03,2.39E+03,117.4079497,233.0122842,350.4202339,4556.40,30.81,,,,,,,1.56E+09,1.71E+09,
488,36,240,none,balanced,50,50,0.6857424,0.6918056,2372674000,2348696000,75.88886,161.8046,0.6993848,237.6936,2.37E+03,2.35E+03,110.6667168,233.8873811,344.5540979,4646.56,31.48,,,,,,,1.63E+09,1.62E+09,
489,36,240,none,balanced,52.5,47.5,0.6678496,0.6741492,2573916000,2289806000,76.78476,159.3276,0.6952822,236.1122,2.57E+03,2.29E+03,114.9731317,236.3387808,351.3119125,4673.98,32.08,,,,,,,1.72E+09,1.54E+09,
490,36,240,none,balanced,55,45,0.7106412,0.6624152,2527822000,2209086000,82.19476,155.1552,0.712091,237.3498,2.53E+03,2.21E+03,115.6628127,234.2265093,349.889322,4563.65,31.29,,,,,,,1.80E+09,1.46E+09,
491,36,240,none,balanced,57.5,42.5,0.7409762,0.6315388,2524394000,2187036000,82.80636,148.28,0.7409762,231.0864,2.52E+03,2.19E+03,111.7530631,234.7915916,346.5446546,4385.75,31.90,,,,,,,1.87E+09,1.38E+09,
492,36,240,none,balanced,60,40,0.8458492,0.6002574,2310344000,2165562000,96.09234,146.4868,0.8458492,242.579,2.31E+03,2.17E+03,113.6045763,244.0399735,357.6445498,3841.98,29.21,,,,,,,1.95E+09,1.30E+09,
493,36,240,none,balanced,62.5,37.5,0.7824476,0.5862334,2607122000,2078734000,92.12282,141.9586,0.7824476,234.0812,2.61E+03,2.08E+03,117.7367277,242.1537224,359.8904501,4153.29,30.73,,,,,,,2.04E+09,1.22E+09,
494,36,240,none,balanced,65,35,0.7944758,0.5686246,2673196000,2000534000,89.82404,137.2174,0.7944758,227.0414,2.67E+03,2.00E+03,113.0607628,241.3145685,354.3753314,4090.41,31.93,,,,,,,2.12E+09,1.14E+09,
495,36,240,none,balanced,67.5,32.5,0.8344282,0.5342742,2639842000,1976680000,91.28234,128.29,0.8344282,219.5724,2.64E+03,1.98E+03,109.3950804,240.120148,349.5152284,3894.56,32.36,,,,,,,2.20E+09,1.06E+09,
496,36,240,none,balanced,70,30,0.854294,0.5323246,2684460000,1838640000,96.24168,126.3332,0.854294,222.5748,2.68E+03,1.84E+03,112.6563923,237.323618,349.9800103,3804.00,31.58,,,,,,,2.29E+09,9.79E+08,
497,36,240,none,balanced,72.5,27.5,0.8821872,0.4918508,2671840000,1817140000,96.09992,119.3834,0.8821872,215.4836,2.67E+03,1.82E+03,108.9337048,242.7227932,351.6564979,3683.72,32.01,,,,,,,2.36E+09,8.94E+08,
498,36,240,none,balanced,75,25,0.9238666,0.4627602,2640090000,1756258000,105.63008,113.215,0.9238666,218.845,2.64E+03,1.76E+03,114.3347752,244.6515495,358.9863247,3517.54,30.27,,,,,,,2.44E+09,8.13E+08,
499,36,240,none,balanced,77.5,22.5,0.9411678,0.4440932,2684052000,1646668000,107.5326,109.0022,0.9411678,216.5346,2.68E+03,1.65E+03,114.2544401,245.4489283,359.7033684,3452.87,30.20,,,,,,,2.53E+09,7.31E+08,
500,36,240,none,balanced,80,20,0.9700574,0.4151446,2681802000,1565884000,111.1124,104.126,0.9700574,215.2384,2.68E+03,1.57E+03,114.5420879,250.8186304,365.3607183,3350.04,29.66,,,,,,,2.60E+09,6.50E+08,
501,36,240,none,balanced,82.5,17.5,1.7007402,0.3946154,2169014000,1441318000,165.3744,98.594,1.7007402,263.9686,2.17E+03,1.44E+03,97.23672081,249.8483333,347.0850542,1910.78,28.08,,,,,,,3.69E+09,5.69E+08,
502,36,240,none,balanced,85,15,0.9887852,0.3713446,2794690000,1312588000,115.346,95.79478,0.9887852,211.1408,2.79E+03,1.31E+03,116.6542541,257.9673435,374.6215977,3286.59,29.05,,,,,,,2.76E+09,4.87E+08,
503,36,240,none,balanced,87.5,12.5,1.0402822,0.3463136,2736852000,1173312000,125.1936,88.55618,1.0402822,213.7494,2.74E+03,1.17E+03,120.3458062,255.710951,376.0567572,3123.90,27.33,,,,,,,2.85E+09,4.06E+08,
504,36,240,none,balanced,90,10,1.0551152,0.3245114,2793604000,1001863600,128.9072,83.30938,1.0551152,212.2168,2.79E+03,1.00E+03,122.1735788,256.7225065,378.8960853,3079.98,26.77,,,,,,,2.95E+09,3.25E+08,
505,36,240,none,balanced,92.5,7.5,1.0906204,0.2970076,2766924000,820714200,129.6296,74.85722,1.0906204,204.487,2.77E+03,8.21E+02,118.8585873,252.0380623,370.8966496,2979.71,26.54,,,,,,,3.02E+09,2.44E+08,
506,36,240,none,balanced,95,5,1.073624,0.2786394,2881448000,583324400,130.756,70.88608,1.073624,201.6422,2.88E+03,5.83E+02,121.7893788,254.4007775,376.1901563,3026.88,25.95,,,,,,,3.09E+09,1.63E+08,
507,36,240,none,balanced,97.5,2.5,1.209974,0.2582074,2623398000,314782000,144.355,63.94296,1.209974,208.2978,2.62E+03,3.15E+02,119.3042165,247.6418569,366.9460733,2685.79,23.26,,,,,,,3.17E+09,8.13E+07,
508,48,60,none,balanced,2.5,97.5,0.1434102,1.700376,572524800,1863554000,15.31337,430.4458,1.700376,445.7588,5.73E+02,1.86E+03,106.7802011,253.1474215,359.9276226,1911.19,12.72,,,,,,,8.21E+07,3.17E+09,
509,48,60,none,balanced,5,95,0.1673212,1.70443,974398000,1811564000,20.13006,433.045,1.70443,453.175,9.74E+02,1.81E+03,120.3078869,254.0702757,374.3781626,1906.64,15.23,,,,,,,1.63E+08,3.09E+09,
510,48,60,none,balanced,7.5,92.5,0.1858918,1.63758,1318602000,1835676000,22.8261,415.9086,1.63758,438.7346,1.32E+03,1.84E+03,122.7923986,253.9775767,376.7699753,1984.47,17.97,,,,,,,2.45E+08,3.01E+09,
511,48,60,none,balanced,10,90,0.250689,1.609938,1315166000,1817190000,28.75464,407.6348,1.609938,436.3896,1.32E+03,1.82E+03,114.7024401,253.1990673,367.9015074,2018.55,18.64,,,,,,,3.30E+08,2.93E+09,
512,48,60,none,balanced,12.5,87.5,0.2587954,1.573564,1595456000,1807012000,28.29192,399.7632,1.573564,428.0552,1.60E+03,1.81E+03,109.3215722,254.0495334,363.3711056,2065.21,21.71,,,,,,,4.13E+08,2.84E+09,
513,48,60,none,balanced,15,85,0.3001678,1.58422,1635354000,1745626000,30.69792,401.5214,1.58422,432.2198,1.64E+03,1.75E+03,102.2691974,253.4505309,355.7197283,2051.32,22.88,,,,,,,4.91E+08,2.77E+09,
514,48,60,none,balanced,17.5,82.5,0.325216,1.532072,1753944000,1750108000,35.67236,387.28,1.532072,422.9526,1.75E+03,1.75E+03,109.6882072,252.7818536,362.4700608,2121.14,22.91,,,,,,,5.70E+08,2.68E+09,
515,48,60,none,balanced,20,80,0.3716534,1.503868,1763296000,1728666000,37.19508,379.502,1.503868,416.6972,1.76E+03,1.73E+03,100.0800208,252.3506052,352.430626,2160.92,24.47,,,,,,,6.55E+08,2.60E+09,
516,48,60,none,balanced,22.5,77.5,0.374121,1.450934,1961998000,1736750000,41.1001,366.8698,1.450934,407.9698,1.96E+03,1.74E+03,109.8577733,252.8507844,362.7085577,2239.75,24.73,,,,,,,7.34E+08,2.52E+09,
517,48,60,none,balanced,25,75,0.4243018,1.418018,1923198000,1720346000,47.47324,358.6214,1.418018,406.0946,1.92E+03,1.72E+03,111.8855494,252.9032777,364.7888271,2291.74,23.99,,,,,,,8.16E+08,2.44E+09,
518,48,60,none,balanced,27.5,72.5,0.429142,1.364148,2125960000,1727466000,46.37242,342.0148,1.364148,388.3872,2.13E+03,1.73E+03,108.0584515,250.7167844,358.7752359,2382.24,26.56,,,,,,,9.12E+08,2.36E+09,
519,48,60,none,balanced,30,70,0.4434918,1.363344,2203864000,1668562000,48.63626,342.2428,1.363344,390.8792,2.20E+03,1.67E+03,109.66665,251.0318746,360.6985245,2383.65,26.74,,,,,,,9.77E+08,2.27E+09,
520,48,60,none,balanced,32.5,67.5,0.4788972,1.320776,2220696000,1661698000,52.21122,332.814,1.320776,385.0252,2.22E+03,1.66E+03,109.0238573,251.9836823,361.0075396,2460.47,26.96,,,,,,,1.06E+09,2.19E+09,
521,48,60,none,balanced,35,65,0.5148258,1.287746,2210020000,1641046000,52.76822,327.3874,1.287746,380.156,2.21E+03,1.64E+03,102.497233,254.2329,356.730133,2523.58,28.02,,,,,,,1.14E+09,2.11E+09,
522,48,60,none,balanced,37.5,62.5,0.5432822,1.25226,2247840000,1622544000,60.4367,314.6572,1.25226,375.094,2.25E+03,1.62E+03,111.2436594,251.2714612,362.5151206,2595.10,26.66,,,,,,,1.22E+09,2.03E+09,
523,48,60,none,balanced,40,60,0.64317,1.256212,2044268000,1553324000,66.8638,314.5338,1.256212,381.3976,2.04E+03,1.55E+03,103.9597618,250.3827379,354.3424998,2586.93,25.87,,,,,,,1.31E+09,1.95E+09,
524,48,60,none,balanced,42.5,57.5,0.6022194,1.184356,2295656000,1578774000,62.61774,298.4202,1.184356,361.0378,2.30E+03,1.58E+03,103.9782843,251.9683271,355.9466114,2743.88,28.34,,,,,,,1.38E+09,1.87E+09,
525,48,60,none,balanced,45,55,0.600396,1.160844,2437340000,1541774000,70.31422,293.95,1.160844,364.264,2.44E+03,1.54E+03,117.113072,253.2209324,370.3340044,2799.46,26.90,,,,,,,1.46E+09,1.79E+09,
526,48,60,none,balanced,47.5,52.5,0.6279244,1.123304,2467916000,1519342000,71.76886,281.5322,1.123304,353.3014,2.47E+03,1.52E+03,114.2953833,250.6286811,364.9240644,2893.01,27.65,,,,,,,1.55E+09,1.71E+09,
527,48,60,none,balanced,50,50,0.701199,1.12758,2337266000,1441804000,83.69132,282.904,1.12758,366.5956,2.34E+03,1.44E+03,119.3545912,250.8948367,370.2494279,2882.04,25.33,,,,,,,1.64E+09,1.63E+09,
528,48,60,none,balanced,52.5,47.5,0.7143838,1.10543,2412468000,1397048000,84.731,272.5676,1.10543,357.2986,2.41E+03,1.40E+03,118.6071129,246.5715604,365.1786733,2939.79,26.01,,,,,,,1.72E+09,1.54E+09,
529,48,60,none,balanced,55,45,0.7261062,1.064316,2473016000,1375072000,91.375,264.0482,1.064316,355.4234,2.47E+03,1.38E+03,125.8424732,248.0919201,373.9343932,3053.35,25.19,,,,,,,1.80E+09,1.46E+09,
530,48,60,none,balanced,57.5,42.5,0.8086796,1.0154666,2319242000,1360652000,99.22284,250.1728,1.0154666,349.3954,2.32E+03,1.36E+03,122.6973452,246.3624111,369.0597563,3200.24,24.43,,,,,,,1.88E+09,1.38E+09,
531,48,60,none,balanced,60,40,0.7898308,0.921859,2482164000,1410438000,85.54158,224.5246,0.921859,310.0658,2.48E+03,1.41E+03,108.3036772,243.5563356,351.8600128,3525.20,28.71,,,,,,,1.96E+09,1.30E+09,
532,48,60,none,balanced,62.5,37.5,0.8162188,0.8998324,2495656000,1355060000,105.63014,219.0474,0.8998324,324.6774,2.50E+03,1.36E+03,129.4140003,243.4313323,372.8453326,3611.49,24.85,,,,,,,2.04E+09,1.22E+09,
533,48,60,none,balanced,65,35,0.854855,0.841679,2476390000,1351698000,104.14032,206.439,0.8692216,310.5794,2.48E+03,1.35E+03,121.8222038,245.2704653,367.0926691,3738.67,25.84,,,,,,,2.12E+09,1.14E+09,
534,48,60,none,balanced,67.5,32.5,0.9114564,0.7897078,2410652000,1337504000,101.36538,192.6276,0.9114564,293.993,2.41E+03,1.34E+03,111.2125385,243.9226256,355.1351641,3565.43,27.16,,,,,,,2.20E+09,1.06E+09,
535,48,60,none,balanced,70,30,0.9230236,0.7244354,2466074000,1346184000,105.4604,175.767,0.9230236,281.2274,2.47E+03,1.35E+03,114.2553668,242.6261886,356.8815554,3520.75,27.13,,,,,,,2.28E+09,9.75E+08,
536,48,60,none,balanced,72.5,27.5,0.9117338,0.7148348,2587822000,1252416000,105.96782,171.5946,0.9117338,277.5626,2.59E+03,1.25E+03,116.22671,240.0479104,356.2746204,3564.35,27.48,,,,,,,2.36E+09,8.95E+08,
537,48,60,none,balanced,75,25,1.0027228,0.6491222,2438812000,1251770000,120.0476,160.0698,1.0027228,280.1176,2.44E+03,1.25E+03,119.721622,246.5942468,366.3158688,3240.91,25.45,,,,,,,2.45E+09,8.13E+08,
538,48,60,none,balanced,77.5,22.5,0.9910282,0.6144184,2549514000,1190944000,117.1186,147.4766,0.9910282,264.5948,2.55E+03,1.19E+03,118.1788773,240.0263404,358.2052176,3279.15,26.54,,,,,,,2.53E+09,7.32E+08,
539,48,60,none,balanced,80,20,0.9843894,0.5334388,2661262000,1218456000,109.1393,132.0404,0.9843894,241.1798,2.66E+03,1.22E+03,110.870048,247.5268016,358.3968495,3301.27,28.93,,,,,,,2.62E+09,6.50E+08,
540,48,60,none,balanced,82.5,17.5,1.0120484,0.4925798,2657608000,1155162000,119.3924,122.3844,1.0120484,241.777,2.66E+03,1.16E+03,117.9710377,248.4559862,366.427024,3211.05,27.18,,,,,,,2.69E+09,5.69E+08,
541,48,60,none,balanced,85,15,1.113576,0.4344954,2483142000,1122650000,132.3088,107.8272,1.113576,240.136,2.48E+03,1.12E+03,118.8143423,248.1664938,366.9808361,2918.29,25.42,,,,,,,2.77E+09,4.88E+08,
542,48,60,none,balanced,87.5,12.5,1.0971586,0.398108,2605874000,1024659800,130.4648,98.02362,1.0971586,228.4884,2.61E+03,1.02E+03,118.9115229,246.223688,365.135211,2961.95,26.08,,,,,,,2.86E+09,4.08E+08,
543,48,60,none,balanced,90,10,1.150344,0.3334806,2544350000,974791200,142.8286,82.86794,1.150344,225.6966,2.54E+03,9.75E+02,124.1616421,248.4940353,372.6556774,2825.01,24.42,,,,,,,2.93E+09,3.25E+08,
544,48,60,none,balanced,92.5,7.5,1.12,0.3070546,2686468000,803503600,144.7046,75.04744,1.12,219.752,2.69E+03,8.04E+02,129.2005357,244.4107335,373.6112692,2901.55,24.08,,,,,,,3.01E+09,2.47E+08,
545,48,60,none,balanced,95,5,1.181582,0.2403494,2620692000,679797200,145.0496,57.8903,1.181582,202.94,2.62E+03,6.80E+02,122.7588098,240.8589329,363.6177427,2750.32,24.17,,,,,,,3.10E+09,1.63E+08,
546,48,60,none,balanced,97.5,2.5,1.200116,0.1752236,2642166000,464787400,148.9468,41.38736,1.200116,190.3344,2.64E+03,4.65E+02,124.110336,236.1974072,360.3077432,2707.85,23.26,,,,,,,3.17E+09,8.14E+07,
547,48,120,none,balanced,2.5,97.5,0.1307034,1.226386,626539000,2588890000,18.12174,304.9442,1.226386,323.0656,6.27E+02,2.59E+03,138.6478087,248.652708,387.3005167,2649.85,14.93,,,,,,,8.19E+07,3.17E+09,
548,48,120,none,balanced,5,95,0.176611,1.177754,927333600,2621954000,22.12146,291.0884,1.177754,313.2098,9.27E+02,2.62E+03,125.2552786,247.155518,372.4107966,2759.26,18.01,,,,,,,1.64E+08,3.09E+09,
549,48,120,none,balanced,7.5,92.5,0.1898062,1.140688,1285296000,2635070000,21.79734,282.6884,1.140688,304.486,1.29E+03,2.64E+03,114.8399789,247.8227175,362.6626964,2848.92,21.82,,,,,,,2.44E+08,3.01E+09,
550,48,120,none,balanced,10,90,0.2438388,1.135336,1336850000,2577130000,29.88934,284.1326,1.135336,314.022,1.34E+03,2.58E+03,122.5782771,250.2630058,372.841283,2862.35,21.20,,,,,,,3.26E+08,2.93E+09,
551,48,120,none,balanced,12.5,87.5,0.2482602,1.117134,1647100000,2545422000,29.32982,279.5314,1.117134,308.8612,1.65E+03,2.55E+03,118.14145,250.2219071,368.3633571,2908.99,24.11,,,,,,,4.09E+08,2.84E+09,
552,48,120,none,balanced,15,85,0.292477,1.115372,1690360000,2477972000,31.92842,276.747,1.115372,308.6754,1.69E+03,2.48E+03,109.1655754,248.1208063,357.2863817,2913.59,25.47,,,,,,,4.94E+08,2.76E+09,
553,48,120,none,balanced,17.5,82.5,0.3585952,1.09626,1597768000,2445480000,36.98526,272.7098,1.09626,309.6948,1.60E+03,2.45E+03,103.1393058,248.7637969,351.9031027,2964.38,25.32,,,,,,,5.73E+08,2.68E+09,
554,48,120,none,balanced,20,80,0.3570116,1.045508,1838048000,2486492000,37.48044,260.2576,1.045508,297.7382,1.84E+03,2.49E+03,104.9838157,248.9293243,353.91314,3108.28,27.50,,,,,,,6.56E+08,2.60E+09,
555,48,120,none,balanced,22.5,77.5,0.3868062,1.032817,1893124000,2440636000,42.35118,256.4124,1.032817,298.7638,1.89E+03,2.44E+03,109.4894032,248.2650847,357.7544879,3146.48,27.12,,,,,,,7.32E+08,2.52E+09,
556,48,120,none,balanced,25,75,0.4168642,1.0250596,1950032000,2379002000,45.6545,254.2718,1.0250596,299.9262,1.95E+03,2.38E+03,109.5188793,248.0556253,357.5745045,3170.29,27.40,,,,,,,8.13E+08,2.44E+09,
557,48,120,none,balanced,27.5,72.5,0.4152196,1.0011848,2153316000,2354070000,44.90844,246.8314,1.0011848,291.7396,2.15E+03,2.35E+03,108.155877,246.5393002,354.6951773,3245.89,29.46,,,,,,,8.94E+08,2.36E+09,
558,48,120,none,balanced,30,70,0.4650916,0.9765542,2106494000,2330262000,48.83674,238.9598,0.9765542,287.7962,2.11E+03,2.33E+03,105.0045625,244.6969149,349.7014775,3327.76,29.58,,,,,,,9.80E+08,2.28E+09,
559,48,120,none,balanced,32.5,67.5,0.478234,0.946687,2222686000,2318530000,53.32688,232.2526,0.946687,285.5794,2.22E+03,2.32E+03,111.5079229,245.3319841,356.839907,3432.74,29.38,,,,,,,1.06E+09,2.19E+09,
560,48,120,none,balanced,35,65,0.5346826,0.9401662,2134968000,2248102000,53.568,233.8742,0.9401662,287.4418,2.13E+03,2.25E+03,100.1865406,248.7583578,348.9448984,3456.55,30.35,,,,,,,1.14E+09,2.11E+09,
561,48,120,none,balanced,37.5,62.5,0.5491932,0.9167056,2227810000,2217440000,58.2056,225.46,0.9167056,283.6658,2.23E+03,2.22E+03,105.9838323,245.9459176,351.9297499,3545.01,30.04,,,,,,,1.22E+09,2.03E+09,
562,48,120,none,balanced,40,60,0.5575674,0.9050126,2334882000,2155026000,60.65506,225.4678,0.9050126,286.1228,2.33E+03,2.16E+03,108.7851621,249.132222,357.9173841,3590.82,30.11,,,,,,,1.30E+09,1.95E+09,
563,48,120,none,balanced,42.5,57.5,0.6150236,0.9012266,2259766000,2074212000,68.8088,222.6222,0.9012266,291.4312,2.26E+03,2.07E+03,111.8799344,247.0213374,358.9012717,3605.90,28.60,,,,,,,1.39E+09,1.87E+09,
564,48,120,none,balanced,45,55,0.6586248,0.8611174,2253474000,2075690000,73.4012,213.4962,0.8611174,286.8976,2.25E+03,2.08E+03,111.4461527,247.9292603,359.3754129,3773.86,28.59,,,,,,,1.48E+09,1.79E+09,
565,48,120,none,balanced,47.5,52.5,0.6757472,0.8475896,2287134000,2014228000,81.74306,207.128,0.8475896,288.871,2.29E+03,2.01E+03,120.9669237,244.3729843,365.339908,3834.09,27.15,,,,,,,1.55E+09,1.71E+09,
566,48,120,none,balanced,50,50,0.6986504,0.843805,2328480000,1926080000,85.8364,203.6884,0.843805,289.5252,2.33E+03,1.93E+03,122.8603032,241.3927388,364.2530421,3851.29,26.93,,,,,,,1.63E+09,1.63E+09,
567,48,120,none,balanced,52.5,47.5,0.757628,0.8221684,2278312000,1878642000,91.84672,198.1848,0.8289292,290.0314,2.28E+03,1.88E+03,121.2293104,241.0513467,362.2806571,3920.40,26.59,,,,,,,1.73E+09,1.54E+09,
568,48,120,none,balanced,55,45,0.686467,0.7923378,2612172000,1845956000,88.97134,191.21,0.7923378,280.1812,2.61E+03,1.85E+03,129.6075995,241.3238394,370.9314389,4101.45,27.80,,,,,,,1.79E+09,1.46E+09,
569,48,120,none,balanced,57.5,42.5,0.7466708,0.7493924,2512772000,1843068000,86.88022,180.1888,0.7677912,267.0692,2.51E+03,1.84E+03,116.3567934,240.4465271,356.8033205,4232.58,29.26,,,,,,,1.88E+09,1.38E+09,
570,48,120,none,balanced,60,40,0.7437998,0.7112278,2624614000,1829062000,90.92382,169.8572,0.7516992,260.7812,2.62E+03,1.83E+03,122.2423292,238.8224982,361.0648274,4323.18,29.13,,,,,,,1.95E+09,1.30E+09,
571,48,120,none,balanced,62.5,37.5,0.8003148,0.687872,2548508000,1772874000,96.57402,165.4848,0.8003148,262.059,2.55E+03,1.77E+03,120.6700413,240.5749907,361.245032,4060.57,28.49,,,,,,,2.04E+09,1.22E+09,
572,48,120,none,balanced,65,35,0.8488496,0.659666,2500274000,1725816000,101.17054,162.5026,0.8488496,263.673,2.50E+03,1.73E+03,119.1854717,246.3407239,365.5261957,3828.40,27.98,,,,,,,2.12E+09,1.14E+09,
573,48,120,none,balanced,67.5,32.5,0.9473652,0.6221694,2344018000,1697728000,106.9457,148.8802,0.9473652,255.8262,2.34E+03,1.70E+03,112.8875116,239.2920642,352.1795758,3430.29,27.86,,,,,,,2.22E+09,1.06E+09,
574,48,120,none,balanced,70,30,0.9065982,0.5874104,2512902000,1660688000,104.55358,142.0696,0.9065982,246.6234,2.51E+03,1.66E+03,115.3251573,241.8574816,357.1826389,3584.54,28.66,,,,,,,2.28E+09,9.76E+08,
575,48,120,none,balanced,72.5,27.5,0.874465,0.566722,2699030000,1578374000,102.38514,136.239,0.874465,238.6236,2.70E+03,1.58E+03,117.0831766,240.3982905,357.4814671,3716.25,29.62,,,,,,,2.36E+09,8.94E+08,
576,48,120,none,balanced,75,25,0.956218,0.5116642,2549942000,1588052000,116.4218,123.282,0.956218,239.704,2.55E+03,1.59E+03,121.7523619,240.9431811,362.695543,3398.53,27.53,,,,,,,2.44E+09,8.13E+08,
577,48,120,none,balanced,77.5,22.5,0.9525798,0.480578,2653480000,1521678000,113.2202,116.3722,0.9525798,229.5926,2.65E+03,1.52E+03,118.856394,242.1504938,361.0068878,3411.51,28.61,,,,,,,2.53E+09,7.31E+08,
578,48,120,none,balanced,80,20,1.0218136,0.4371206,2545636000,1486944000,124.147,108.3214,1.0218136,232.4684,2.55E+03,1.49E+03,121.4967192,247.8066694,369.3033885,3180.36,26.95,,,,,,,2.60E+09,6.50E+08,
579,48,120,none,balanced,82.5,17.5,1.060456,0.4031768,2535622000,1410912000,125.998,101.4577,1.060456,227.456,2.54E+03,1.41E+03,118.8149249,251.64568,370.4606049,3064.47,26.95,,,,,,,2.69E+09,5.69E+08,
580,48,120,none,balanced,85,15,1.151378,0.3775296,2403586000,1292486000,130.505,95.93174,1.151378,226.4368,2.40E+03,1.29E+03,113.3467897,254.1038901,367.4506798,2822.47,26.29,,,,,,,2.77E+09,4.88E+08,
581,48,120,none,balanced,87.5,12.5,1.110632,0.3427544,2563090000,1186170000,134.8666,86.13832,1.110632,221.0052,2.56E+03,1.19E+03,121.4323016,251.3120765,372.7443781,2926.02,25.83,,,,,,,2.85E+09,4.07E+08,
582,48,120,none,balanced,90,10,1.081182,0.2957054,2706736000,1099046000,134.9698,73.96308,1.081182,208.9328,2.71E+03,1.10E+03,124.8354116,250.1242115,374.9596231,3005.72,26.08,,,,,,,2.93E+09,3.25E+08,
583,48,120,none,balanced,92.5,7.5,1.11732,0.2585536,2691134000,943322400,139.0366,63.95658,1.11732,202.9934,2.69E+03,9.43E+02,124.4375828,247.3629452,371.800528,2908.51,25.44,,,,,,,3.01E+09,2.44E+08,
584,48,120,none,balanced,95,5,1.12071,0.2307552,2763216000,704265400,139.855,56.70828,1.12071,196.5634,2.76E+03,7.04E+02,124.7914269,245.7508216,370.5422485,2899.71,25.01,,,,,,,3.10E+09,1.63E+08,
585,48,120,none,balanced,97.5,2.5,1.205668,0.1944788,2629866000,422141200,152.6742,47.67968,1.205668,200.354,2.63E+03,4.22E+02,126.6303825,245.1664654,371.7968479,2695.38,22.49,,,,,,,3.17E+09,8.21E+07,
586,48,180,none,balanced,2.5,97.5,0.1640656,1.029884,506600000,3076470000,19.49652,252.4504,1.029884,271.9468,5.07E+02,3.08E+03,118.833686,245.125082,363.9587681,3155.44,16.81,,,,,,,8.31E+07,3.17E+09,
587,48,180,none,balanced,5,95,0.1869414,1.0064182,874297000,3068602000,21.44578,244.5426,1.0064182,265.9884,8.74E+02,3.07E+03,114.719265,242.983086,357.7023509,3229.01,20.25,,,,,,,1.63E+08,3.09E+09,
588,48,180,none,balanced,7.5,92.5,0.2143904,0.990031,1142148000,3036780000,23.34692,240.9792,0.990031,264.3262,1.14E+03,3.04E+03,108.8990925,243.4057115,352.304804,3282.46,22.96,,,,,,,2.45E+08,3.01E+09,
589,48,180,none,balanced,10,90,0.2416054,0.984406,1350658000,2971578000,28.68782,241.4126,0.984406,270.1004,1.35E+03,2.97E+03,118.7383229,245.236823,363.9751459,3301.21,23.49,,,,,,,3.26E+08,2.93E+09,
590,48,180,none,balanced,12.5,87.5,0.2838096,0.9593054,1437406000,2964232000,31.48116,235.8882,0.9593054,267.3692,1.44E+03,2.96E+03,110.9235206,245.8947901,356.8183107,3387.59,25.01,,,,,,,4.08E+08,2.84E+09,
591,48,180,none,balanced,15,85,0.2940148,0.9543268,1667488000,2896246000,31.02668,233.4368,0.9543268,264.4634,1.67E+03,2.90E+03,105.5276129,244.6088698,350.1364827,3405.26,27.64,,,,,,,4.90E+08,2.76E+09,
592,48,180,none,balanced,17.5,82.5,0.3323074,0.9254332,1715048000,2900002000,33.4546,219.645,0.9254332,253.0994,1.72E+03,2.90E+03,100.6736534,237.3429006,338.016554,3511.58,29.25,,,,,,,5.70E+08,2.68E+09,
593,48,180,none,balanced,20,80,0.3641092,0.9061104,1798490000,2871204000,40.60662,221.6908,0.9061104,262.2972,1.80E+03,2.87E+03,111.5231914,244.6620191,356.1852105,3586.47,27.86,,,,,,,6.55E+08,2.60E+09,
594,48,180,none,balanced,22.5,77.5,0.374571,0.8735322,1954726000,2883684000,40.56282,212.551,0.8735322,253.114,1.95E+03,2.88E+03,108.2914054,243.3236004,351.6150058,3720.22,29.90,,,,,,,7.32E+08,2.52E+09,
595,48,180,none,balanced,25,75,0.4114994,0.8845038,1987128000,2757548000,43.19644,212.9678,0.8845038,256.1642,1.99E+03,2.76E+03,104.9732758,240.77658,345.7498558,3674.08,30.38,,,,,,,8.18E+08,2.44E+09,
596,48,180,none,balanced,27.5,72.5,0.4520376,0.8449252,1984560000,2788390000,47.03746,205.6328,0.8449252,252.6702,1.98E+03,2.79E+03,104.056521,243.3739697,347.4304906,3846.18,30.53,,,,,,,8.97E+08,2.36E+09,
597,48,180,none,balanced,30,70,0.4517786,0.8562662,2162298000,2657166000,49.74694,208.3728,0.8562662,258.1194,2.16E+03,2.66E+03,110.1135379,243.3504908,353.4640287,3795.24,30.56,,,,,,,9.77E+08,2.28E+09,
598,48,180,none,balanced,32.5,67.5,0.481914,0.8302078,2196756000,2642516000,52.8968,201.8956,0.8302078,254.7924,2.20E+03,2.64E+03,109.7639828,243.1868262,352.950809,3914.36,30.88,,,,,,,1.06E+09,2.19E+09,
599,48,180,none,balanced,35,65,0.5322642,0.812365,2150506000,2600984000,52.62244,197.5494,0.812365,250.1718,2.15E+03,2.60E+03,98.86526278,243.1781281,342.0433908,4000.34,32.45,,,,,,,1.14E+09,2.11E+09,
