#,CPU-T,ACC-T,CPU-A,ACC-A,CPU-W,ACC-W,CPU-Time,ACC-Time,CPU Throughput (B/s),ACC Throughput (B/s),CPU-Energy (J),ACC-Energy (J),Total Time,Total Enegy (J),CPU MB/s,ACC MB/s,CPU Power (W),ACC Power (W),Total Power (W),Total Throughput (MB/s),Power Efficiency,,Lowest Time,Lowest Energy,highest throughput,Highest Power Efficiency,,CPU Input Size,ACC Input Size,Total Size 
5029,12,120,compact,compact,62.5,37.5,1.12119,0.6644892,1840288000,1785100000,95.94896,159.2276,1.12119,255.1766,1.84E+03,1.79E+03,85.57778789,239.6240601,325.201848,2898.47,28.95,,,,,,,2.06E+09,1.19E+09,
5030,12,120,compact,compact,65,35,1.194148,0.63387,1803250000,1742798000,102.72886,151.6566,1.194148,254.3856,1.80E+03,1.74E+03,86.02690789,239.2550523,325.2819602,2721.38,28.25,,,,,,,2.15E+09,1.10E+09,
5031,12,120,compact,compact,67.5,32.5,1.337368,0.6050122,1671186000,1692366000,112.2968,144.493,1.337368,256.7902,1.67E+03,1.69E+03,83.96851128,238.826589,322.7951002,2429.95,26.99,,,,,,,2.23E+09,1.02E+09,
5032,12,120,compact,compact,70,30,1.369302,0.5763988,1702110000,1636700000,114.2608,135.774,1.369302,250.0354,1.70E+03,1.64E+03,83.44455788,235.5556604,319.0002183,2373.28,27.35,,,,,,,2.33E+09,9.43E+08,
5033,12,120,compact,compact,72.5,27.5,1.301274,0.5392396,1836636000,1600414000,109.5872,127.847,1.301274,237.4344,1.84E+03,1.60E+03,84.21531515,237.0875581,321.3028733,2497.35,28.56,,,,,,,2.39E+09,8.63E+08,
5034,12,120,compact,compact,75,25,1.481936,0.4963916,1688374000,1570292000,120.5866,117.1922,1.481936,237.7788,1.69E+03,1.57E+03,81.37099038,236.0882013,317.4591917,2192.90,27.40,,,,,,,2.50E+09,7.79E+08,
5035,12,120,compact,compact,77.5,22.5,1.576608,0.465737,1640318000,1499274000,127.0694,109.4278,1.576608,236.4974,1.64E+03,1.50E+03,80.59669874,234.9562092,315.5529079,2061.22,26.73,,,,,,,2.59E+09,6.98E+08,
5036,12,120,compact,compact,80,20,1.469318,0.4320418,1801384000,1428114000,125.0138,102.18118,1.469318,227.195,1.80E+03,1.43E+03,85.08287518,236.507625,321.5905001,2211.73,27.21,,,,,,,2.65E+09,6.17E+08,
5037,12,120,compact,compact,82.5,17.5,1.553594,0.4072288,1762644000,1318628000,129.9892,94.72936,1.553594,224.7186,1.76E+03,1.32E+03,83.66999358,232.6195004,316.289494,2091.75,26.74,,,,,,,2.74E+09,5.37E+08,
5038,12,120,compact,compact,85,15,1.40433,0.371866,1996604000,1225302000,123.2626,86.08888,1.40433,209.3514,2.00E+03,1.23E+03,87.77324418,231.5051121,319.2783562,2314.08,28.04,,,,,,,2.80E+09,4.56E+08,
5039,12,120,compact,compact,87.5,12.5,1.385484,0.3300604,2079298000,1129302000,122.4304,75.65908,1.385484,198.0894,2.08E+03,1.13E+03,88.36652029,229.2279837,317.594504,2345.56,28.46,,,,,,,2.88E+09,3.73E+08,
5040,12,120,compact,compact,90,10,1.504494,0.2971502,1966498000,980217400,133.9474,67.1844,1.504494,201.1316,1.97E+03,9.80E+02,89.03152821,226.095759,315.1272872,2160.02,26.42,,,,,,,2.96E+09,2.91E+08,
5041,12,120,compact,compact,92.5,7.5,1.599552,0.265081,1913002000,790169200,140.177,59.0434,1.599552,199.2204,1.91E+03,7.90E+02,87.63516285,222.7372011,310.3723639,2031.65,25.38,,,,,,,3.06E+09,2.09E+08,
5042,12,120,compact,compact,95,5,1.558856,0.227871,2020756000,560034800,140.1462,50.24202,1.558856,190.3882,2.02E+03,5.60E+02,89.90323673,220.4844846,310.3877214,2084.69,25.02,,,,,,,3.15E+09,1.28E+08,
5043,12,120,compact,compact,97.5,2.5,0.95594136,0.5606258,1612240200,1395856000,90.681744,134.56484,1.359662,225.2468,1.61E+03,1.40E+03,94.86119944,240.0261279,334.8873274,2390.10,22.81,,,,,,,1.54E+09,7.83E+08,
5044,12,180,compact,compact,2.5,97.5,0.10643194,1.092648,1038608800,2869792000,12.477904,269.822,1.092648,282.2998,1.04E+03,2.87E+03,117.2383403,246.9432059,364.1815462,2974.18,20.48,,,,,,,1.11E+08,3.14E+09,
5045,12,180,compact,compact,5,95,0.149407,1.068208,1293048000,2859652000,15.284,263.8286,1.068208,279.1122,1.29E+03,2.86E+03,102.2977504,246.9824229,349.2801733,3042.23,24.22,,,,,,,1.93E+08,3.05E+09,
5046,12,180,compact,compact,7.5,92.5,0.2072098,1.041106,1350598000,2856136000,17.1459,255.968,1.041106,273.1136,1.35E+03,2.86E+03,82.74656894,245.8616126,328.6081815,3121.43,27.94,,,,,,,2.80E+08,2.97E+09,
5047,12,180,compact,compact,10,90,0.2669048,1.0164192,1350216000,2845526000,21.46394,254.3026,1.0164192,275.7664,1.35E+03,2.85E+03,80.41796176,250.1946047,330.6125665,3197.24,28.16,,,,,,,3.60E+08,2.89E+09,
5048,12,180,compact,compact,12.5,87.5,0.300584,1.006509,1468526000,2792818000,25.06506,253.5168,1.006509,278.5818,1.47E+03,2.79E+03,83.38787161,251.8773305,335.2652021,3228.72,28.70,,,,,,,4.41E+08,2.81E+09,
5049,12,180,compact,compact,15,85,0.347775,0.9818396,1507212000,2780216000,26.94052,243.688,0.9818396,270.6284,1.51E+03,2.78E+03,77.46537273,248.1953264,325.6606991,3309.84,30.66,,,,,,,5.24E+08,2.73E+09,
5050,12,180,compact,compact,17.5,82.5,0.390079,0.9586382,1547470000,2762606000,29.82794,236.0982,0.9586382,265.9258,1.55E+03,2.76E+03,76.46640809,246.2849905,322.7513986,3389.95,31.45,,,,,,,6.04E+08,2.65E+09,
5051,12,180,compact,compact,20,80,0.4154716,0.9417914,1641804000,2725874000,32.44654,234.3022,0.9417914,266.7486,1.64E+03,2.73E+03,78.09568693,248.7835417,326.8792286,3450.59,31.98,,,,,,,6.82E+08,2.57E+09,
5052,12,180,compact,compact,22.5,77.5,0.4785168,0.9279776,1607462000,2679804000,37.00738,230.8256,0.9279776,267.8326,1.61E+03,2.68E+03,77.33768177,248.7404868,326.0781686,3501.95,31.56,,,,,,,7.69E+08,2.49E+09,
5053,12,180,compact,compact,25,75,0.5212074,0.9129246,1627874000,2634832000,40.45384,224.953,0.9129246,265.4066,1.63E+03,2.63E+03,77.61562863,246.4091777,324.0248063,3559.70,31.67,,,,,,,8.48E+08,2.41E+09,
5054,12,180,compact,compact,27.5,72.5,0.5422908,0.8927012,1707302000,2602480000,42.92018,219.5922,0.8927012,262.5124,1.71E+03,2.60E+03,79.14605964,245.986227,325.1322866,3640.34,32.15,,,,,,,9.26E+08,2.32E+09,
5055,12,180,compact,compact,30,70,0.5845238,0.8640498,1723398000,2595476000,47.49464,213.15,0.8640498,260.6448,1.72E+03,2.60E+03,81.25356059,246.6871701,327.9407307,3761.05,31.73,,,,,,,1.01E+09,2.24E+09,
5056,12,180,compact,compact,32.5,67.5,0.638853,0.8492922,1704750000,2544466000,53.29436,206.4796,0.8492922,259.774,1.70E+03,2.54E+03,83.42194527,243.1196236,326.5415689,3826.40,30.90,,,,,,,1.09E+09,2.16E+09,
5057,12,180,compact,compact,35,65,0.73161,0.8329706,1618086000,2496508000,62.8488,201.2502,0.8426,264.099,1.62E+03,2.50E+03,85.90478534,241.605406,327.5101913,3856.79,29.17,,,,,,,1.18E+09,2.08E+09,
5058,12,180,compact,compact,37.5,62.5,0.8258616,0.8097538,1551398000,2467808000,69.59414,196.5148,0.8914104,266.1088,1.55E+03,2.47E+03,84.26852635,242.6846283,326.9531547,3645.61,28.58,,,,,,,1.28E+09,2.00E+09,
5059,12,180,compact,compact,40,60,0.9071146,0.8179748,1491722000,2351712000,71.36926,200.2592,0.9301464,271.6286,1.49E+03,2.35E+03,78.67722557,244.8231902,323.5004157,3493.79,28.57,,,,,,,1.35E+09,1.92E+09,
5060,12,180,compact,compact,42.5,57.5,0.8055014,0.8073662,1754692000,2280940000,68.29084,196.6112,0.8285332,264.9022,1.75E+03,2.28E+03,84.78053545,243.5217129,328.3022484,3922.27,30.06,,,,,,,1.41E+09,1.84E+09,
5061,12,180,compact,compact,45,55,0.839274,0.7680226,1780704000,2284672000,68.90128,187.0472,0.839274,255.9484,1.78E+03,2.28E+03,82.09628798,243.5438749,325.6401629,3872.08,31.07,,,,,,,1.49E+09,1.75E+09,
5062,12,180,compact,compact,47.5,52.5,0.9358264,0.751972,1707210000,2225290000,75.04296,185.3924,0.9358264,260.4354,1.71E+03,2.23E+03,80.18897522,246.5416265,326.7306018,3472.58,30.32,,,,,,,1.60E+09,1.67E+09,
5063,12,180,compact,compact,50,50,0.9987472,0.7384262,1674418000,2156030000,80.21194,182.2622,0.9987472,262.4742,1.67E+03,2.16E+03,80.31255557,246.8252074,327.137763,3253.81,29.58,,,,,,,1.67E+09,1.59E+09,
5064,12,180,compact,compact,52.5,47.5,0.9840494,0.711909,1766856000,2122754000,81.28486,176.0078,0.9840494,257.2926,1.77E+03,2.12E+03,82.60241813,247.233565,329.8359831,3302.41,29.98,,,,,,,1.74E+09,1.51E+09,
5065,12,180,compact,compact,55,45,1.0078316,0.6813678,1806516000,2098400000,87.49386,169.2572,1.0078316,256.7508,1.81E+03,2.10E+03,86.81396773,248.4079817,335.2219494,3224.48,29.26,,,,,,,1.82E+09,1.43E+09,
5066,12,180,compact,compact,57.5,42.5,1.0727214,0.6575656,1774438000,2050584000,95.97036,163.205,1.0727214,259.1752,1.77E+03,2.05E+03,89.46438469,248.1957694,337.6601541,3029.43,28.10,,,,,,,1.90E+09,1.35E+09,
5067,12,180,compact,compact,60,40,1.104276,0.6479312,1799546000,1962742000,97.78046,161.4172,1.104276,259.1974,1.80E+03,1.96E+03,88.54712047,249.1270678,337.6741883,2942.86,28.20,,,,,,,1.99E+09,1.27E+09,
5068,12,180,compact,compact,62.5,37.5,1.098934,0.6113106,1881966000,1940250000,96.27606,155.3162,1.098934,251.592,1.88E+03,1.94E+03,87.6085916,254.0708439,341.6794355,2957.17,29.12,,,,,,,2.07E+09,1.19E+09,
5069,12,180,compact,compact,65,35,1.174366,0.5853328,1838770000,1888300000,99.60002,149.0464,1.174366,248.6462,1.84E+03,1.89E+03,84.81173672,254.6353117,339.4470485,2767.22,29.10,,,,,,,2.16E+09,1.11E+09,
5070,12,180,compact,compact,67.5,32.5,1.408438,0.558858,1590526000,1831794000,113.1046,138.795,1.408438,251.8994,1.59E+03,1.83E+03,80.30499035,248.3546804,328.6596708,2307.33,27.18,,,,,,,2.24E+09,1.02E+09,
5071,12,180,compact,compact,70,30,1.447686,0.5449284,1616406000,1730756000,116.182,133.003,1.447686,249.1848,1.62E+03,1.73E+03,80.2535909,244.0742674,324.3278583,2244.78,27.23,,,,,,,2.34E+09,9.43E+08,
5072,12,180,compact,compact,72.5,27.5,1.25412,0.5075578,1909600000,1695926000,106.4144,125.371,1.25412,231.7856,1.91E+03,1.70E+03,84.85184831,247.008321,331.8601693,2591.25,29.37,,,,,,,2.39E+09,8.61E+08,
5073,12,180,compact,compact,75,25,1.307232,0.4810092,1896432000,1620988000,112.891,118.8148,1.307232,231.7058,1.90E+03,1.62E+03,86.35881007,247.0114917,333.3703017,2485.97,28.52,,,,,,,2.48E+09,7.80E+08,
5074,12,180,compact,compact,77.5,22.5,1.333578,0.4484072,1914298000,1557346000,115.3686,111.7504,1.333578,227.1186,1.91E+03,1.56E+03,86.51057531,249.2163373,335.7269126,2436.85,28.38,,,,,,,2.55E+09,6.98E+08,
5075,12,180,compact,compact,80,20,1.41243,0.429269,1864896000,1437422000,122.6112,106.32024,1.41243,228.9312,1.86E+03,1.44E+03,86.8086914,247.6774237,334.4861151,2300.81,27.29,,,,,,,2.63E+09,6.17E+08,
5076,12,180,compact,compact,82.5,17.5,1.499954,0.4236122,1822958000,1269064000,130.61,102.18784,1.499954,232.7976,1.82E+03,1.27E+03,87.07600366,241.2296907,328.3056944,2166.56,26.20,,,,,,,2.73E+09,5.38E+08,
5077,12,180,compact,compact,85,15,1.49661,0.394293,1884852000,1155378000,131.0362,94.45166,1.49661,225.4876,1.88E+03,1.16E+03,87.55534174,239.5468852,327.1022269,2171.40,26.35,,,,,,,2.82E+09,4.56E+08,
5078,12,180,compact,compact,87.5,12.5,1.423154,0.3419528,2025774000,1089989400,127.0352,82.92144,1.423154,209.9566,2.03E+03,1.09E+03,89.26314369,242.4938179,331.7569616,2283.47,27.19,,,,,,,2.88E+09,3.73E+08,
5079,12,180,compact,compact,90,10,1.515506,0.3132196,1969408000,930066200,134.2782,75.24504,1.515506,209.5234,1.97E+03,9.30E+02,88.60288247,240.2309434,328.8338259,2144.32,26.10,,,,,,,2.98E+09,2.91E+08,
5080,12,180,compact,compact,92.5,7.5,1.524228,0.2921358,2016736000,718833000,134.5116,69.50484,1.524228,204.0164,2.02E+03,7.19E+02,88.24900212,237.9196251,326.1686272,2132.05,25.87,,,,,,,3.07E+09,2.10E+08,
5081,12,180,compact,compact,95,5,1.467216,0.2621002,2131004000,489096800,134.6266,60.88964,1.467216,195.516,2.13E+03,4.89E+02,91.75649666,232.3143592,324.0708558,2214.90,25.33,,,,,,,3.13E+09,1.28E+08,
5082,12,180,compact,compact,97.5,2.5,0.97007398,0.545762,1574522400,1475661600,92.34594,133.57792,1.3291028,225.9238,1.57E+03,1.48E+03,95.19473968,244.7548932,339.9496328,2445.06,22.57,,,,,,,1.53E+09,8.05E+08,
5083,12,240,compact,compact,2.5,97.5,0.1077008,0.9749194,1025692600,3216556000,13.07586,241.7602,0.9749194,254.8362,1.03E+03,3.22E+03,121.409126,247.9796791,369.3888052,3333.34,21.42,,,,,,,1.10E+08,3.14E+09,
5084,12,240,compact,compact,5,95,0.1506722,0.9549168,1282902000,3198634000,14.74302,230.8892,0.9549168,245.6324,1.28E+03,3.20E+03,97.84830911,241.7898606,339.6381698,3403.16,26.34,,,,,,,1.93E+08,3.05E+09,
5085,12,240,compact,compact,7.5,92.5,0.2114058,0.9438202,1333604000,3150284000,17.72286,233.674,0.9438202,251.397,1.33E+03,3.15E+03,83.83336692,247.5831732,331.4165401,3443.17,28.63,,,,,,,2.82E+08,2.97E+09,
5086,12,240,compact,compact,10,90,0.2756684,0.9450426,1322338000,3062250000,22.19302,236.0204,0.9450426,258.2132,1.32E+03,3.06E+03,80.50621689,249.7457787,330.2519955,3438.72,28.69,,,,,,,3.65E+08,2.89E+09,
5087,12,240,compact,compact,12.5,87.5,0.3178604,0.9310832,1391022000,3021014000,26.02214,239.5442,0.9310832,265.5664,1.39E+03,3.02E+03,81.86656784,257.2747527,339.1413205,3490.27,28.73,,,,,,,4.42E+08,2.81E+09,
5088,12,240,compact,compact,15,85,0.3310464,0.8974922,1568908000,3041196000,26.15834,228.9704,0.8974922,255.129,1.57E+03,3.04E+03,79.0171408,255.1224401,334.1395809,3620.91,31.78,,,,,,,5.19E+08,2.73E+09,
5089,12,240,compact,compact,17.5,82.5,0.388275,0.8762962,1559226000,3022128000,29.88924,224.5002,0.8762962,254.3896,1.56E+03,3.02E+03,76.97956345,256.1921414,333.1717049,3708.49,32.05,,,,,,,6.05E+08,2.65E+09,
5090,12,240,compact,compact,20,80,0.4328074,0.8601126,1581716000,2984574000,33.51658,217.8718,0.8601126,251.3886,1.58E+03,2.98E+03,77.43994211,253.3061369,330.746079,3778.27,32.21,,,,,,,6.85E+08,2.57E+09,
5091,12,240,compact,compact,22.5,77.5,0.4582436,0.841801,1665712000,2952952000,36.06862,206.8188,0.841801,242.8874,1.67E+03,2.95E+03,78.71058101,245.6860945,324.3966755,3860.45,33.18,,,,,,,7.63E+08,2.49E+09,
5092,12,240,compact,compact,25,75,0.4988936,0.830427,1693172000,2895600000,39.50794,201.4518,0.830427,240.9594,1.69E+03,2.90E+03,79.1911141,242.5882106,321.7793247,3913.33,33.32,,,,,,,8.45E+08,2.40E+09,
5093,12,240,compact,compact,27.5,72.5,0.564535,0.8359756,1648188000,2782400000,44.38652,202.3414,0.8359756,246.7278,1.65E+03,2.78E+03,78.6249214,242.0422319,320.6671533,3887.36,32.46,,,,,,,9.30E+08,2.33E+09,
5094,12,240,compact,compact,30,70,0.5865088,0.805197,1717522000,2784554000,48.58136,194.534,0.805197,243.1154,1.72E+03,2.78E+03,82.83142555,241.5980189,324.4294444,4035.95,32.26,,,,,,,1.01E+09,2.24E+09,
5095,12,240,compact,compact,32.5,67.5,0.6373288,0.7902786,1708648000,2734334000,56.0372,188.6424,0.7902786,244.6796,1.71E+03,2.73E+03,87.9251024,238.7036673,326.6287697,4112.14,30.89,,,,,,,1.09E+09,2.16E+09,
5096,12,240,compact,compact,35,65,0.6846666,0.7830766,1708190000,2655632000,60.09226,188.5742,0.7830766,248.6666,1.71E+03,2.66E+03,87.76864535,240.8119461,328.5805915,4149.96,30.49,,,,,,,1.17E+09,2.08E+09,
5097,12,240,compact,compact,37.5,62.5,0.8119004,0.7941042,1563298000,2520714000,63.1321,198.8218,0.855464,261.954,1.56E+03,2.52E+03,77.75842948,250.3724322,328.1308617,3798.80,30.17,,,,,,,1.27E+09,2.00E+09,
5098,12,240,compact,compact,40,60,0.8090496,0.7709368,1657854000,2492406000,66.61398,190.9214,0.8231836,257.5356,1.66E+03,2.49E+03,82.33608916,247.6485751,329.9846642,3947.76,30.20,,,,,,,1.34E+09,1.92E+09,
5099,12,240,compact,compact,42.5,57.5,0.8062992,0.7502892,1752936000,2447204000,69.01628,185.7674,0.8062992,254.7838,1.75E+03,2.45E+03,85.59636423,247.5943943,333.1907585,4030.43,30.36,,,,,,,1.41E+09,1.84E+09,
5100,12,240,compact,compact,45,55,0.841916,0.7449338,1775414000,2355474000,68.69278,185.3006,0.841916,253.9934,1.78E+03,2.36E+03,81.59101383,248.7477411,330.3387549,3859.93,31.23,,,,,,,1.49E+09,1.75E+09,
5101,12,240,compact,compact,47.5,52.5,0.8786626,0.7309834,1794060000,2289356000,71.69546,180.1502,0.8786626,251.8456,1.79E+03,2.29E+03,81.5961212,246.4490986,328.0452198,3698.50,31.28,,,,,,,1.58E+09,1.67E+09,
5102,12,240,compact,compact,50,50,0.982207,0.7169998,1698822000,2220640000,82.0694,180.5426,0.982207,262.6118,1.70E+03,2.22E+03,83.55611394,251.8028596,335.3589736,3308.60,29.15,,,,,,,1.67E+09,1.59E+09,
5103,12,240,compact,compact,52.5,47.5,0.9555518,0.6992602,1822690000,2160712000,82.25482,178.588,0.9555518,260.8428,1.82E+03,2.16E+03,86.0809639,255.395631,341.4765949,3400.90,29.63,,,,,,,1.74E+09,1.51E+09,
5104,12,240,compact,compact,55,45,0.9657488,0.7017014,1886950000,2045394000,84.38796,177.752,0.9657488,262.14,1.89E+03,2.05E+03,87.38085929,253.3157266,340.6965859,3364.99,29.67,,,,,,,1.82E+09,1.44E+09,
5105,12,240,compact,compact,57.5,42.5,1.0655,0.6888528,1786190000,1970174000,94.1527,175.5928,1.0655,269.7456,1.79E+03,1.97E+03,88.36480526,254.906128,343.2709332,3049.96,27.94,,,,,,,1.90E+09,1.36E+09,
5106,12,240,compact,compact,60,40,1.123648,0.6211864,1764204000,2039730000,97.6058,159.8866,1.123648,257.4928,1.76E+03,2.04E+03,86.86510366,257.3890864,344.2541901,2892.13,28.23,,,,,,,1.98E+09,1.27E+09,
5107,12,240,compact,compact,62.5,37.5,1.117364,0.6075162,1848270000,1951930000,96.71134,156.5868,1.117364,253.2984,1.85E+03,1.95E+03,86.55311966,257.7491761,344.3022957,2908.39,28.93,,,,,,,2.07E+09,1.19E+09,
5108,12,240,compact,compact,65,35,1.15533,0.580047,1862628000,1904398000,99.21732,150.643,1.15533,249.8606,1.86E+03,1.90E+03,85.87790501,259.708265,345.58617,2812.82,29.02,,,,,,,2.15E+09,1.10E+09,
5109,12,240,compact,compact,67.5,32.5,1.372196,0.571595,1637402000,1792790000,110.5328,143.3286,1.372196,253.8616,1.64E+03,1.79E+03,80.55175791,250.7520185,331.3037764,2368.27,27.48,,,,,,,2.25E+09,1.02E+09,
5110,12,240,compact,compact,70,30,1.43558,0.572052,1628866000,1655434000,115.927,143.1944,1.43558,259.121,1.63E+03,1.66E+03,80.75272712,250.317104,331.0698312,2263.71,26.78,,,,,,,2.34E+09,9.47E+08,
5111,12,240,compact,compact,72.5,27.5,1.378904,0.5371402,1753256000,1611250000,114.162,136.41,1.378904,250.5718,1.75E+03,1.61E+03,82.79184048,253.9560435,336.747884,2356.75,27.52,,,,,,,2.42E+09,8.65E+08,
5112,12,240,compact,compact,75,25,1.468662,0.4910322,1697994000,1587200000,120.2056,124.832,1.468662,245.0376,1.70E+03,1.59E+03,81.84701449,254.2236538,336.0706683,2212.72,26.99,,,,,,,2.49E+09,7.79E+08,
5113,12,240,compact,compact,77.5,22.5,1.527982,0.4695356,1706732000,1486870000,124.637,118.1318,1.527982,242.7688,1.71E+03,1.49E+03,81.56967818,251.5928505,333.1625286,2126.81,26.83,,,,,,,2.61E+09,6.98E+08,
5114,12,240,compact,compact,80,20,1.50752,0.4505776,1768314000,1369042000,125.2814,113.7576,1.50752,239.039,1.77E+03,1.37E+03,83.10430376,252.4706066,335.5749104,2155.68,26.70,,,,,,,2.67E+09,6.17E+08,
5115,12,240,compact,compact,82.5,17.5,1.490864,0.4254124,1838914000,1258712000,125.7898,107.6342,1.490864,233.424,1.84E+03,1.26E+03,84.37375911,253.0114308,337.3851899,2179.77,26.77,,,,,,,2.74E+09,5.35E+08,
5116,12,240,compact,compact,85,15,1.464842,0.4249566,1935390000,1080333400,124.6632,107.03614,1.464842,231.6992,1.94E+03,1.08E+03,85.10351287,251.8754621,336.978975,2218.49,27.03,,,,,,,2.84E+09,4.59E+08,
5117,12,240,compact,compact,87.5,12.5,1.489182,0.4093488,1953194000,918956400,127.8806,102.9533,1.489182,230.8336,1.95E+03,9.19E+02,85.87304977,251.5050734,337.3781232,2182.23,26.40,,,,,,,2.91E+09,3.76E+08,
5118,12,240,compact,compact,90,10,1.502886,0.3596944,1991402000,811327800,130.8498,88.74346,1.502886,219.5932,1.99E+03,8.11E+02,87.06568562,246.7190482,333.7847338,2162.33,26.16,,,,,,,2.99E+09,2.92E+08,
5119,12,240,compact,compact,92.5,7.5,1.488428,0.329707,2046412000,638685600,132.1474,80.94456,1.488428,213.0922,2.05E+03,6.39E+02,88.78319946,245.5045237,334.2877232,2183.33,25.65,,,,,,,3.05E+09,2.11E+08,
5120,12,240,compact,compact,95,5,1.506534,0.3170972,2076434000,407347800,137.0022,78.51744,1.506534,215.5196,2.08E+03,4.07E+02,90.93867115,247.6131609,338.551832,2157.09,24.48,,,,,,,3.13E+09,1.29E+08,
5121,12,240,compact,compact,97.5,2.5,1.00260436,1.0954898,1632832000,715861400,92.795922,256.58312,1.888328,349.3792,1.63E+03,7.16E+02,92.55487578,234.217717,326.7725928,1720.96,20.70,,,,,,,1.64E+09,7.84E+08,
5122,24,60,compact,compact,2.5,97.5,0.07965898,2.27858,1387678000,1376180000,9.936198,529.7198,2.27858,539.6562,1.39E+03,1.38E+03,124.7341856,232.4780346,357.2122202,1426.21,17.04,,,,,,,1.11E+08,3.14E+09,
5123,24,60,compact,compact,5,95,0.102888,2.230252,1876440000,1369612000,14.125584,518.7606,2.230252,532.8862,1.88E+03,1.37E+03,137.2908794,232.6017867,369.8926661,1457.12,19.56,,,,,,,1.93E+08,3.05E+09,
5124,24,60,compact,compact,7.5,92.5,0.1277172,2.16747,2152762000,1371770000,16.69108,503.65,2.16747,520.341,2.15E+03,1.37E+03,130.6878009,232.3676914,363.0554922,1499.32,22.38,,,,,,,2.75E+08,2.97E+09,
